country,year,"Agriculture, forestry, and fishing, value added (percent of GDP)",Crop production index (2014-2016 = 100)
SGP,1977-01-01,1.99165912481961,276.63
SGP,1976-01-01,2.04353679832571,302.13
SGP,1975-01-01,2.15533881576551,280.43
SGP,1974-01-01,2.01069251991209,292.49
SGP,1973-01-01,2.2865443072069,392.53
SGP,1972-01-01,2.21263987087915,468.39
SGP,1971-01-01,2.58445287810791,463.19
SGP,1970-01-01,2.56493119929243,370.6
SGP,1969-01-01,2.81227244996359,373.38
SGP,1968-01-01,3.04967464027129,364.95
SGP,1967-01-01,3.04493522256524,324.53
SGP,1966-01-01,3.2713621737576,330.38
SGP,1965-01-01,3.07011663761898,316.39
SGP,1964-01-01,3.33187198597107,270.94
SGP,1963-01-01,3.250266998932,272.72
SGP,1962-01-01,3.58992606650061,268.8
SGP,1961-01-01,3.51176998333832,273.24
SGP,1960-01-01,3.70353202929452,
THA,2024-01-01,,
THA,2023-01-01,8.57620656757898,
THA,2022-01-01,8.72463857350797,106.6
THA,2021-01-01,8.69189456711264,102.1
THA,2020-01-01,8.70285214673554,97.97
THA,2019-01-01,8.1285680400948,102.51
THA,2018-01-01,8.20181926195524,106.38
THA,2017-01-01,8.40641258665047,102.94
THA,2016-01-01,8.47807696285562,100.72
THA,2015-01-01,8.87272364786793,96.14
THA,2014-01-01,10.0889216151042,103.13
THA,2013-01-01,11.3222153379773,105.04
THA,2012-01-01,11.5041001535767,106.02
THA,2011-01-01,11.5917917775207,99.15
THA,2010-01-01,10.5221756369849,91.08
THA,2009-01-01,9.78703375942043,91.12
THA,2008-01-01,10.0724338253633,89.88
THA,2007-01-01,9.3476847010693,90.59
THA,2006-01-01,9.40199346621521,82.6
THA,2005-01-01,9.19435528237181,80.6
THA,2004-01-01,9.29111013904814,83.03
THA,2003-01-01,9.44135495796228,83.18
THA,2002-01-01,8.6921781801026,78.55
THA,2001-01-01,8.57928745008654,78.37
THA,2000-01-01,8.49984812084058,74.25
THA,1999-01-01,8.8929952779078,65.91
THA,1998-01-01,10.2592271107015,61.81
THA,1997-01-01,9.06490231003904,64.34
THA,1996-01-01,9.06341649341052,63.12
THA,1995-01-01,9.08122459760424,60.57
THA,1994-01-01,8.62754771501915,58.95
THA,1993-01-01,8.02582929718645,55.77
THA,1992-01-01,12.2973357445063,57.27
THA,1991-01-01,12.6498265961915,55.38
THA,1990-01-01,12.4996278305399,51.86
THA,1989-01-01,15.075292612001,57.36
THA,1988-01-01,16.1780589023433,54.89
THA,1987-01-01,15.7334375187687,48.24
THA,1986-01-01,15.6641498962633,47.73
THA,1985-01-01,15.809370205056,51.08
THA,1984-01-01,17.5738564214472,48.62
THA,1983-01-01,20.0601739342431,47.31
THA,1982-01-01,18.548449515227,44.45
THA,1981-01-01,21.3571007576909,44.62
THA,1980-01-01,23.2398777723942,43.97
THA,1979-01-01,23.9935595031534,39.67
THA,1978-01-01,24.4981552661241,42.25
THA,1977-01-01,24.783097761103,36.34
THA,1976-01-01,26.6955264718511,36.27
THA,1975-01-01,26.8710847751989,33.56
THA,1974-01-01,27.0057313583991,30.16
THA,1973-01-01,27.6902292272749,30.69
THA,1972-01-01,25.338036819162,25.51
THA,1971-01-01,23.9243808216285,26.74
THA,1970-01-01,25.9158755967296,26.31
THA,1969-01-01,28.6847176406452,25.48
THA,1968-01-01,28.6829270021221,23.63
THA,1967-01-01,29.2437763343072,21.82
THA,1966-01-01,33.4002074220439,24.87
THA,1965-01-01,31.923245627807,21.01
THA,1964-01-01,30.6341992934479,20.23
THA,1963-01-01,33.0655231256479,20.93
THA,1962-01-01,34.0027004911291,19.37
THA,1961-01-01,35.8382304747796,18.04
THA,1960-01-01,36.4443804267702,
VNM,2024-01-01,,
VNM,2023-01-01,11.9604858170749,
VNM,2022-01-01,11.9555291630892,109.55
VNM,2021-01-01,12.6030904652746,109.24
VNM,2020-01-01,12.6554035685556,106.01
VNM,2019-01-01,11.7845285540387,105.44
VNM,2018-01-01,12.3066684310428,104.7
VNM,2017-01-01,12.9298794852362,101.53
VNM,2016-01-01,13.8182553730866,99.63
VNM,2015-01-01,14.4747261789547,100.98
VNM,2014-01-01,14.8803489262722,99.4
VNM,2013-01-01,15.2156122465127,96.35
VNM,2012-01-01,16.199507640393,94.36
VNM,2011-01-01,16.2591484896283,87.26
VNM,2010-01-01,15.3750906872381,83.27
VNM,2009-01-01,19.1684598670425,80.85
VNM,2008-01-01,20.4131439246507,80.53
VNM,2007-01-01,18.655099701709,77.54
VNM,2006-01-01,18.7267854535521,74.28
VNM,2005-01-01,19.2999788840494,71.73
VNM,2004-01-01,21.8076993514673,70.93
VNM,2003-01-01,22.5424367056108,67.07
VNM,2002-01-01,23.0294421776834,64.59
VNM,2001-01-01,23.2410475903552,60.51
VNM,2000-01-01,24.5345819955349,58.98
VNM,1999-01-01,25.4344379935091,55.85
VNM,1998-01-01,25.7807804064629,51.37
VNM,1997-01-01,25.7717067944634,49.21
VNM,1996-01-01,27.7588260377303,46.55
VNM,1995-01-01,27.1826887789875,43.39
VNM,1994-01-01,27.4278288729318,40.75
VNM,1993-01-01,29.8699539420211,39.06
VNM,1992-01-01,33.9385879202403,37.18
VNM,1991-01-01,40.4891339773424,34.16
VNM,1990-01-01,38.73674174711,32.77
VNM,1989-01-01,42.0674189299826,32.04
VNM,1988-01-01,46.2970168612192,29.8
VNM,1987-01-01,40.5574912891986,27.94
VNM,1986-01-01,38.0634390651085,28.31
VNM,1985-01-01,,27.25
VNM,1984-01-01,,26.98
VNM,1983-01-01,,25.47
VNM,1982-01-01,,25.25
VNM,1981-01-01,,23.04
VNM,1980-01-01,,22.21
VNM,1979-01-01,,21.01
VNM,1978-01-01,,18.79
VNM,1977-01-01,,18.74
VNM,1976-01-01,,19.3
VNM,1975-01-01,,16.57
VNM,1974-01-01,,17.44
VNM,1973-01-01,,17.41
VNM,1972-01-01,,16.97
VNM,1971-01-01,,16.66
VNM,1970-01-01,,16.26
VNM,1969-01-01,,14.74
VNM,1968-01-01,,14.21
VNM,1967-01-01,,15.08
VNM,1966-01-01,,14.3
VNM,1965-01-01,,15.37
VNM,1964-01-01,,15.63
VNM,1963-01-01,,15.4
VNM,1962-01-01,,15.46
VNM,1961-01-01,,14.54
VNM,1960-01-01,,
