indicator,country,countryiso3code,date,value,unit,obs_status,decimal,Region
Rural population (% of total population),Lao PDR,LAO,1979,87.893,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1978,88.157,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1977,88.416,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1976,88.669,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1975,88.919,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1974,89.163,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1973,89.403,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1972,89.705,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1971,90.045,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1970,90.375,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1969,90.696,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1968,91.006,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1967,91.308,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1966,91.6,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1965,91.677,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1964,91.754,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1963,91.83,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1962,91.905,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1961,91.98,,,0,ASEAN
Rural population (% of total population),Lao PDR,LAO,1960,92.054,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2024,,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2023,67.888,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2022,68.229,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2021,68.552,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2020,68.859,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2019,69.148,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2018,69.421,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2017,69.678,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2016,69.918,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2015,70.142,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2014,70.35,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2013,70.543,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2012,70.734,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2011,70.925,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2010,71.115,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2009,71.305,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2008,71.493,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2007,71.681,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2006,71.868,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2005,72.054,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2004,72.24,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2003,72.425,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2002,72.609,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2001,72.792,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,2000,72.975,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1999,73.157,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1998,73.337,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1997,73.518,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1996,73.697,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1995,73.876,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1994,74.054,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1993,74.231,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1992,74.407,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1991,74.582,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1990,74.757,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1989,74.931,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1988,75.104,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1987,75.276,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1986,75.448,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1985,75.619,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1984,75.788,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1983,75.958,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1982,76.007,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1981,76.018,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1980,76.027,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1979,76.038,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1978,76.048,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1977,76.058,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1976,76.067,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1975,76.078,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1974,76.087,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1973,76.097,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1972,76.394,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1971,76.785,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1970,77.17,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1969,77.551,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1968,77.927,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1967,78.299,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1966,78.666,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1965,79.029,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1964,79.387,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1963,79.741,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1962,80.09,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1961,80.434,,,0,ASEAN
Rural population (% of total population),Myanmar,MMR,1960,80.774,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2024,,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2023,21.284,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2022,21.786,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2021,22.304,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2020,22.84,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2019,23.393,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2018,23.964,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2017,24.553,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2016,25.16,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2015,25.787,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2014,26.423,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2013,27.07,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2012,27.725,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2011,28.391,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2010,29.088,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2009,29.925,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2008,30.775,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2007,31.64,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2006,32.517,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2005,33.406,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2004,34.306,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2003,35.22,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2002,36.144,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2001,37.078,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,2000,38.023,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1999,39.258,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1998,40.504,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1997,41.763,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1996,43.031,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1995,44.312,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1994,45.598,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1993,46.891,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1992,48.186,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1991,49.424,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1990,50.206,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1989,50.988,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1988,51.768,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1987,52.55,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1986,53.329,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1985,54.107,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1984,54.881,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1983,55.655,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1982,56.426,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1981,57.193,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1980,57.956,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1979,58.842,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1978,59.729,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1977,60.609,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1976,61.481,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1975,62.348,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1974,63.206,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1973,64.056,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1972,64.896,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1971,65.729,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1970,66.546,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1969,67.271,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1968,67.987,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1967,68.696,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1966,69.396,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1965,70.087,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1964,70.768,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1963,71.442,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1962,72.105,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1961,72.759,,,0,ASEAN
Rural population (% of total population),Malaysia,MYS,1960,73.402,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2024,,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2023,51.713,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2022,52.023,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2021,52.316,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2020,52.592,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2019,52.851,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2018,53.093,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2017,53.318,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2016,53.525,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2015,53.716,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2014,53.907,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2013,54.097,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2012,54.288,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2011,54.478,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2010,54.668,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2009,54.629,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2008,54.545,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2007,54.46,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2006,54.375,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2005,54.29,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2004,54.205,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2003,54.12,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2002,54.035,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2001,53.95,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,2000,53.865,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1999,53.78,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1998,53.695,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1997,53.61,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1996,53.525,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1995,53.44,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1994,53.355,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1993,53.27,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1992,53.185,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1991,53.099,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1990,53.014,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1989,53.828,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1988,54.817,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1987,55.805,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1986,56.788,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1985,57.765,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1984,58.734,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1983,59.7,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1982,60.657,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1981,61.606,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1980,62.544,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1979,63.003,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1978,63.365,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1977,63.725,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1976,64.083,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1975,64.44,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1974,64.941,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1973,65.467,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1972,65.988,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1971,66.507,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1970,67.021,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1969,67.328,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1968,67.597,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1967,67.865,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1966,68.131,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1965,68.396,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1964,68.66,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1963,68.923,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1962,69.184,,,0,ASEAN
Rural population (% of total population),Philippines,PHL,1961,69.445,,,0,ASEAN
