country,date,indicator,countryiso3code,value,unit,obs_status,decimal,Region
Cambodia,1970,Poverty headcount ratio at national poverty lines (% of population),KHM,,,,1,ASEAN
Cambodia,1969,Poverty headcount ratio at national poverty lines (% of population),KHM,,,,1,ASEAN
Cambodia,1968,Poverty headcount ratio at national poverty lines (% of population),KHM,,,,1,ASEAN
Cambodia,1967,Poverty headcount ratio at national poverty lines (% of population),KHM,,,,1,ASEAN
Cambodia,1966,Poverty headcount ratio at national poverty lines (% of population),KHM,,,,1,ASEAN
Cambodia,1965,Poverty headcount ratio at national poverty lines (% of population),KHM,,,,1,ASEAN
Cambodia,1964,Poverty headcount ratio at national poverty lines (% of population),KHM,,,,1,ASEAN
Cambodia,1963,Poverty headcount ratio at national poverty lines (% of population),KHM,,,,1,ASEAN
Cambodia,1962,Poverty headcount ratio at national poverty lines (% of population),KHM,,,,1,ASEAN
Cambodia,1961,Poverty headcount ratio at national poverty lines (% of population),KHM,,,,1,ASEAN
Cambodia,1960,Poverty headcount ratio at national poverty lines (% of population),KHM,,,,1,ASEAN
Lao PDR,2024,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2023,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2022,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2021,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2020,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2019,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2018,Poverty headcount ratio at national poverty lines (% of population),LAO,18.3,,,1,ASEAN
Lao PDR,2017,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2016,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2015,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2014,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2013,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2012,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2011,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2010,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2009,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2008,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2007,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2006,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2005,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2004,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2003,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2002,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2001,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,2000,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1999,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1998,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1997,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1996,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1995,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1994,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1993,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1992,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1991,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1990,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1989,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1988,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1987,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1986,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1985,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1984,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1983,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1982,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1981,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1980,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1979,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1978,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1977,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1976,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1975,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1974,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1973,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1972,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1971,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1970,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1969,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1968,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1967,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1966,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1965,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1964,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1963,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1962,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1961,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Lao PDR,1960,Poverty headcount ratio at national poverty lines (% of population),LAO,,,,1,ASEAN
Myanmar,2024,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2023,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2022,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2021,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2020,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2019,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2018,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2017,Poverty headcount ratio at national poverty lines (% of population),MMR,24.8,,,1,ASEAN
Myanmar,2016,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2015,Poverty headcount ratio at national poverty lines (% of population),MMR,32.1,,,1,ASEAN
Myanmar,2014,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2013,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2012,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2011,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2010,Poverty headcount ratio at national poverty lines (% of population),MMR,42.2,,,1,ASEAN
Myanmar,2009,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2008,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2007,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2006,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2005,Poverty headcount ratio at national poverty lines (% of population),MMR,48.2,,,1,ASEAN
Myanmar,2004,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2003,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2002,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2001,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,2000,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1999,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1998,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1997,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1996,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1995,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1994,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1993,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1992,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1991,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1990,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1989,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1988,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1987,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1986,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1985,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1984,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1983,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1982,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1981,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1980,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1979,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1978,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1977,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1976,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1975,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1974,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1973,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1972,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1971,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1970,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1969,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1968,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1967,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1966,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1965,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1964,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1963,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1962,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1961,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Myanmar,1960,Poverty headcount ratio at national poverty lines (% of population),MMR,,,,1,ASEAN
Malaysia,2024,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2023,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2022,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2021,Poverty headcount ratio at national poverty lines (% of population),MYS,6.2,,,1,ASEAN
Malaysia,2020,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2019,Poverty headcount ratio at national poverty lines (% of population),MYS,8.4,,,1,ASEAN
Malaysia,2018,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2017,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2016,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2015,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2014,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2013,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2012,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2011,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2010,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2009,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2008,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2007,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2006,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2005,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2004,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2003,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2002,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2001,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,2000,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1999,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1998,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1997,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1996,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1995,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1994,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1993,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1992,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1991,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1990,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1989,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1988,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1987,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1986,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1985,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1984,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1983,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1982,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1981,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1980,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1979,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1978,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1977,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1976,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1975,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1974,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1973,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1972,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1971,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1970,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1969,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1968,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1967,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1966,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1965,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1964,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1963,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1962,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1961,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Malaysia,1960,Poverty headcount ratio at national poverty lines (% of population),MYS,,,,1,ASEAN
Philippines,2024,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2023,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2022,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2021,Poverty headcount ratio at national poverty lines (% of population),PHL,18.1,,,1,ASEAN
Philippines,2020,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2019,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2018,Poverty headcount ratio at national poverty lines (% of population),PHL,16.7,,,1,ASEAN
Philippines,2017,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2016,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2015,Poverty headcount ratio at national poverty lines (% of population),PHL,23.5,,,1,ASEAN
Philippines,2014,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2013,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2012,Poverty headcount ratio at national poverty lines (% of population),PHL,25.2,,,1,ASEAN
Philippines,2011,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2010,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2009,Poverty headcount ratio at national poverty lines (% of population),PHL,26.3,,,1,ASEAN
Philippines,2008,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2007,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2006,Poverty headcount ratio at national poverty lines (% of population),PHL,26.6,,,1,ASEAN
Philippines,2005,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2004,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2003,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2002,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2001,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,2000,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1999,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1998,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1997,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1996,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1995,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1994,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1993,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1992,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1991,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1990,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1989,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1988,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1987,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1986,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1985,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1984,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1983,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1982,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1981,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1980,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1979,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1978,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1977,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1976,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1975,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1974,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1973,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1972,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1971,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1970,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1969,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1968,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1967,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1966,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1965,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1964,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1963,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1962,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1961,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Philippines,1960,Poverty headcount ratio at national poverty lines (% of population),PHL,,,,1,ASEAN
Singapore,2024,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2023,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2022,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2021,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2020,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2019,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2018,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2017,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2016,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2015,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2014,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2013,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2012,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2011,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2010,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2009,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2008,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2007,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2006,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2005,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2004,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2003,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2002,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2001,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,2000,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,1999,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,1998,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,1997,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,1996,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,1995,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,1994,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
Singapore,1993,Poverty headcount ratio at national poverty lines (% of population),SGP,,,,1,ASEAN
