country,date,indicator,countryiso3code,value,unit,obs_status,decimal,Region
Philippines,1977,"Mortality rate, infant (per 1,000 live births)",PHL,52.8,,,0,ASEAN
Philippines,1976,"Mortality rate, infant (per 1,000 live births)",PHL,52.9,,,0,ASEAN
Philippines,1975,"Mortality rate, infant (per 1,000 live births)",PHL,52.8,,,0,ASEAN
Philippines,1974,"Mortality rate, infant (per 1,000 live births)",PHL,52.6,,,0,ASEAN
Philippines,1973,"Mortality rate, infant (per 1,000 live births)",PHL,52.5,,,0,ASEAN
Philippines,1972,"Mortality rate, infant (per 1,000 live births)",PHL,52.3,,,0,ASEAN
Philippines,1971,"Mortality rate, infant (per 1,000 live births)",PHL,52.3,,,0,ASEAN
Philippines,1970,"Mortality rate, infant (per 1,000 live births)",PHL,52.5,,,0,ASEAN
Philippines,1969,"Mortality rate, infant (per 1,000 live births)",PHL,52.9,,,0,ASEAN
Philippines,1968,"Mortality rate, infant (per 1,000 live births)",PHL,53.3,,,0,ASEAN
Philippines,1967,"Mortality rate, infant (per 1,000 live births)",PHL,54.0,,,0,ASEAN
Philippines,1966,"Mortality rate, infant (per 1,000 live births)",PHL,54.7,,,0,ASEAN
Philippines,1965,"Mortality rate, infant (per 1,000 live births)",PHL,55.5,,,0,ASEAN
Philippines,1964,"Mortality rate, infant (per 1,000 live births)",PHL,56.3,,,0,ASEAN
Philippines,1963,"Mortality rate, infant (per 1,000 live births)",PHL,57.2,,,0,ASEAN
Philippines,1962,"Mortality rate, infant (per 1,000 live births)",PHL,58.2,,,0,ASEAN
Philippines,1961,"Mortality rate, infant (per 1,000 live births)",PHL,59.4,,,0,ASEAN
Philippines,1960,"Mortality rate, infant (per 1,000 live births)",PHL,60.9,,,0,ASEAN
Singapore,2024,"Mortality rate, infant (per 1,000 live births)",SGP,,,,0,ASEAN
Singapore,2023,"Mortality rate, infant (per 1,000 live births)",SGP,1.7,,,0,ASEAN
Singapore,2022,"Mortality rate, infant (per 1,000 live births)",SGP,1.8,,,0,ASEAN
Singapore,2021,"Mortality rate, infant (per 1,000 live births)",SGP,1.9,,,0,ASEAN
Singapore,2020,"Mortality rate, infant (per 1,000 live births)",SGP,1.9,,,0,ASEAN
Singapore,2019,"Mortality rate, infant (per 1,000 live births)",SGP,2.0,,,0,ASEAN
Singapore,2018,"Mortality rate, infant (per 1,000 live births)",SGP,2.1,,,0,ASEAN
Singapore,2017,"Mortality rate, infant (per 1,000 live births)",SGP,2.1,,,0,ASEAN
Singapore,2016,"Mortality rate, infant (per 1,000 live births)",SGP,2.2,,,0,ASEAN
Singapore,2015,"Mortality rate, infant (per 1,000 live births)",SGP,2.2,,,0,ASEAN
Singapore,2014,"Mortality rate, infant (per 1,000 live births)",SGP,2.2,,,0,ASEAN
Singapore,2013,"Mortality rate, infant (per 1,000 live births)",SGP,2.2,,,0,ASEAN
Singapore,2012,"Mortality rate, infant (per 1,000 live births)",SGP,2.2,,,0,ASEAN
Singapore,2011,"Mortality rate, infant (per 1,000 live births)",SGP,2.2,,,0,ASEAN
Singapore,2010,"Mortality rate, infant (per 1,000 live births)",SGP,2.2,,,0,ASEAN
Singapore,2009,"Mortality rate, infant (per 1,000 live births)",SGP,2.2,,,0,ASEAN
Singapore,2008,"Mortality rate, infant (per 1,000 live births)",SGP,2.3,,,0,ASEAN
Singapore,2007,"Mortality rate, infant (per 1,000 live births)",SGP,2.3,,,0,ASEAN
Singapore,2006,"Mortality rate, infant (per 1,000 live births)",SGP,2.3,,,0,ASEAN
Singapore,2005,"Mortality rate, infant (per 1,000 live births)",SGP,2.3,,,0,ASEAN
Singapore,2004,"Mortality rate, infant (per 1,000 live births)",SGP,2.4,,,0,ASEAN
Singapore,2003,"Mortality rate, infant (per 1,000 live births)",SGP,2.5,,,0,ASEAN
Singapore,2002,"Mortality rate, infant (per 1,000 live births)",SGP,2.7,,,0,ASEAN
Singapore,2001,"Mortality rate, infant (per 1,000 live births)",SGP,2.8,,,0,ASEAN
Singapore,2000,"Mortality rate, infant (per 1,000 live births)",SGP,3.0,,,0,ASEAN
Singapore,1999,"Mortality rate, infant (per 1,000 live births)",SGP,3.2,,,0,ASEAN
Singapore,1998,"Mortality rate, infant (per 1,000 live births)",SGP,3.4,,,0,ASEAN
Singapore,1997,"Mortality rate, infant (per 1,000 live births)",SGP,3.6,,,0,ASEAN
Singapore,1996,"Mortality rate, infant (per 1,000 live births)",SGP,3.8,,,0,ASEAN
Singapore,1995,"Mortality rate, infant (per 1,000 live births)",SGP,4.0,,,0,ASEAN
Singapore,1994,"Mortality rate, infant (per 1,000 live births)",SGP,4.2,,,0,ASEAN
Singapore,1993,"Mortality rate, infant (per 1,000 live births)",SGP,4.6,,,0,ASEAN
Singapore,1992,"Mortality rate, infant (per 1,000 live births)",SGP,5.0,,,0,ASEAN
Singapore,1991,"Mortality rate, infant (per 1,000 live births)",SGP,5.5,,,0,ASEAN
Singapore,1990,"Mortality rate, infant (per 1,000 live births)",SGP,6.1,,,0,ASEAN
Singapore,1989,"Mortality rate, infant (per 1,000 live births)",SGP,6.7,,,0,ASEAN
Singapore,1988,"Mortality rate, infant (per 1,000 live births)",SGP,7.3,,,0,ASEAN
Singapore,1987,"Mortality rate, infant (per 1,000 live births)",SGP,7.8,,,0,ASEAN
Singapore,1986,"Mortality rate, infant (per 1,000 live births)",SGP,8.3,,,0,ASEAN
Singapore,1985,"Mortality rate, infant (per 1,000 live births)",SGP,8.8,,,0,ASEAN
Singapore,1984,"Mortality rate, infant (per 1,000 live births)",SGP,9.4,,,0,ASEAN
Singapore,1983,"Mortality rate, infant (per 1,000 live births)",SGP,10.0,,,0,ASEAN
Singapore,1982,"Mortality rate, infant (per 1,000 live births)",SGP,10.7,,,0,ASEAN
Singapore,1981,"Mortality rate, infant (per 1,000 live births)",SGP,11.4,,,0,ASEAN
Singapore,1980,"Mortality rate, infant (per 1,000 live births)",SGP,11.9,,,0,ASEAN
Singapore,1979,"Mortality rate, infant (per 1,000 live births)",SGP,12.1,,,0,ASEAN
Singapore,1978,"Mortality rate, infant (per 1,000 live births)",SGP,12.3,,,0,ASEAN
Singapore,1977,"Mortality rate, infant (per 1,000 live births)",SGP,12.5,,,0,ASEAN
Singapore,1976,"Mortality rate, infant (per 1,000 live births)",SGP,13.1,,,0,ASEAN
Singapore,1975,"Mortality rate, infant (per 1,000 live births)",SGP,14.2,,,0,ASEAN
Singapore,1974,"Mortality rate, infant (per 1,000 live births)",SGP,15.8,,,0,ASEAN
Singapore,1973,"Mortality rate, infant (per 1,000 live births)",SGP,17.7,,,0,ASEAN
Singapore,1972,"Mortality rate, infant (per 1,000 live births)",SGP,19.3,,,0,ASEAN
Singapore,1971,"Mortality rate, infant (per 1,000 live births)",SGP,20.6,,,0,ASEAN
Singapore,1970,"Mortality rate, infant (per 1,000 live births)",SGP,21.8,,,0,ASEAN
Singapore,1969,"Mortality rate, infant (per 1,000 live births)",SGP,22.9,,,0,ASEAN
Singapore,1968,"Mortality rate, infant (per 1,000 live births)",SGP,24.0,,,0,ASEAN
Singapore,1967,"Mortality rate, infant (per 1,000 live births)",SGP,25.1,,,0,ASEAN
Singapore,1966,"Mortality rate, infant (per 1,000 live births)",SGP,26.3,,,0,ASEAN
Singapore,1965,"Mortality rate, infant (per 1,000 live births)",SGP,27.3,,,0,ASEAN
Singapore,1964,"Mortality rate, infant (per 1,000 live births)",SGP,28.2,,,0,ASEAN
Singapore,1963,"Mortality rate, infant (per 1,000 live births)",SGP,29.3,,,0,ASEAN
Singapore,1962,"Mortality rate, infant (per 1,000 live births)",SGP,30.8,,,0,ASEAN
Singapore,1961,"Mortality rate, infant (per 1,000 live births)",SGP,32.9,,,0,ASEAN
Singapore,1960,"Mortality rate, infant (per 1,000 live births)",SGP,35.4,,,0,ASEAN
Thailand,2024,"Mortality rate, infant (per 1,000 live births)",THA,,,,0,ASEAN
Thailand,2023,"Mortality rate, infant (per 1,000 live births)",THA,8.0,,,0,ASEAN
Thailand,2022,"Mortality rate, infant (per 1,000 live births)",THA,8.3,,,0,ASEAN
Thailand,2021,"Mortality rate, infant (per 1,000 live births)",THA,8.5,,,0,ASEAN
Thailand,2020,"Mortality rate, infant (per 1,000 live births)",THA,8.8,,,0,ASEAN
Thailand,2019,"Mortality rate, infant (per 1,000 live births)",THA,9.1,,,0,ASEAN
Thailand,2018,"Mortality rate, infant (per 1,000 live births)",THA,9.4,,,0,ASEAN
Thailand,2017,"Mortality rate, infant (per 1,000 live births)",THA,9.6,,,0,ASEAN
Thailand,2016,"Mortality rate, infant (per 1,000 live births)",THA,10.0,,,0,ASEAN
Thailand,2015,"Mortality rate, infant (per 1,000 live births)",THA,10.3,,,0,ASEAN
Thailand,2014,"Mortality rate, infant (per 1,000 live births)",THA,10.6,,,0,ASEAN
Thailand,2013,"Mortality rate, infant (per 1,000 live births)",THA,11.0,,,0,ASEAN
Thailand,2012,"Mortality rate, infant (per 1,000 live births)",THA,11.3,,,0,ASEAN
Thailand,2011,"Mortality rate, infant (per 1,000 live births)",THA,11.7,,,0,ASEAN
Thailand,2010,"Mortality rate, infant (per 1,000 live births)",THA,12.2,,,0,ASEAN
Thailand,2009,"Mortality rate, infant (per 1,000 live births)",THA,12.6,,,0,ASEAN
Thailand,2008,"Mortality rate, infant (per 1,000 live births)",THA,13.1,,,0,ASEAN
Thailand,2007,"Mortality rate, infant (per 1,000 live births)",THA,13.6,,,0,ASEAN
Thailand,2006,"Mortality rate, infant (per 1,000 live births)",THA,14.2,,,0,ASEAN
Thailand,2005,"Mortality rate, infant (per 1,000 live births)",THA,14.8,,,0,ASEAN
Thailand,2004,"Mortality rate, infant (per 1,000 live births)",THA,15.4,,,0,ASEAN
Thailand,2003,"Mortality rate, infant (per 1,000 live births)",THA,16.1,,,0,ASEAN
Thailand,2002,"Mortality rate, infant (per 1,000 live births)",THA,16.9,,,0,ASEAN
Thailand,2001,"Mortality rate, infant (per 1,000 live births)",THA,17.7,,,0,ASEAN
Thailand,2000,"Mortality rate, infant (per 1,000 live births)",THA,18.5,,,0,ASEAN
Thailand,1999,"Mortality rate, infant (per 1,000 live births)",THA,19.5,,,0,ASEAN
Thailand,1998,"Mortality rate, infant (per 1,000 live births)",THA,20.5,,,0,ASEAN
Thailand,1997,"Mortality rate, infant (per 1,000 live births)",THA,21.5,,,0,ASEAN
Thailand,1996,"Mortality rate, infant (per 1,000 live births)",THA,22.6,,,0,ASEAN
Thailand,1995,"Mortality rate, infant (per 1,000 live births)",THA,23.8,,,0,ASEAN
Thailand,1994,"Mortality rate, infant (per 1,000 live births)",THA,25.1,,,0,ASEAN
Thailand,1993,"Mortality rate, infant (per 1,000 live births)",THA,26.4,,,0,ASEAN
Thailand,1992,"Mortality rate, infant (per 1,000 live births)",THA,27.9,,,0,ASEAN
Thailand,1991,"Mortality rate, infant (per 1,000 live births)",THA,29.4,,,0,ASEAN
Thailand,1990,"Mortality rate, infant (per 1,000 live births)",THA,31.1,,,0,ASEAN
Thailand,1989,"Mortality rate, infant (per 1,000 live births)",THA,32.8,,,0,ASEAN
Thailand,1988,"Mortality rate, infant (per 1,000 live births)",THA,34.6,,,0,ASEAN
Thailand,1987,"Mortality rate, infant (per 1,000 live births)",THA,36.4,,,0,ASEAN
Thailand,1986,"Mortality rate, infant (per 1,000 live births)",THA,38.2,,,0,ASEAN
Thailand,1985,"Mortality rate, infant (per 1,000 live births)",THA,40.0,,,0,ASEAN
Thailand,1984,"Mortality rate, infant (per 1,000 live births)",THA,41.8,,,0,ASEAN
Thailand,1983,"Mortality rate, infant (per 1,000 live births)",THA,43.6,,,0,ASEAN
Thailand,1982,"Mortality rate, infant (per 1,000 live births)",THA,45.6,,,0,ASEAN
Thailand,1981,"Mortality rate, infant (per 1,000 live births)",THA,47.6,,,0,ASEAN
Thailand,1980,"Mortality rate, infant (per 1,000 live births)",THA,49.6,,,0,ASEAN
Thailand,1979,"Mortality rate, infant (per 1,000 live births)",THA,51.9,,,0,ASEAN
Thailand,1978,"Mortality rate, infant (per 1,000 live births)",THA,54.2,,,0,ASEAN
Thailand,1977,"Mortality rate, infant (per 1,000 live births)",THA,56.6,,,0,ASEAN
Thailand,1976,"Mortality rate, infant (per 1,000 live births)",THA,59.2,,,0,ASEAN
Thailand,1975,"Mortality rate, infant (per 1,000 live births)",THA,62.1,,,0,ASEAN
Thailand,1974,"Mortality rate, infant (per 1,000 live births)",THA,65.1,,,0,ASEAN
Thailand,1973,"Mortality rate, infant (per 1,000 live births)",THA,68.2,,,0,ASEAN
Thailand,1972,"Mortality rate, infant (per 1,000 live births)",THA,71.6,,,0,ASEAN
Thailand,1971,"Mortality rate, infant (per 1,000 live births)",THA,75.0,,,0,ASEAN
Thailand,1970,"Mortality rate, infant (per 1,000 live births)",THA,78.5,,,0,ASEAN
Thailand,1969,"Mortality rate, infant (per 1,000 live births)",THA,82.1,,,0,ASEAN
Thailand,1968,"Mortality rate, infant (per 1,000 live births)",THA,85.5,,,0,ASEAN
Thailand,1967,"Mortality rate, infant (per 1,000 live births)",THA,89.0,,,0,ASEAN
Thailand,1966,"Mortality rate, infant (per 1,000 live births)",THA,92.3,,,0,ASEAN
Thailand,1965,"Mortality rate, infant (per 1,000 live births)",THA,95.6,,,0,ASEAN
Thailand,1964,"Mortality rate, infant (per 1,000 live births)",THA,98.9,,,0,ASEAN
Thailand,1963,"Mortality rate, infant (per 1,000 live births)",THA,102.3,,,0,ASEAN
Thailand,1962,"Mortality rate, infant (per 1,000 live births)",THA,105.7,,,0,ASEAN
Thailand,1961,"Mortality rate, infant (per 1,000 live births)",THA,109.2,,,0,ASEAN
Thailand,1960,"Mortality rate, infant (per 1,000 live births)",THA,112.8,,,0,ASEAN
Viet Nam,2024,"Mortality rate, infant (per 1,000 live births)",VNM,,,,0,ASEAN
Viet Nam,2023,"Mortality rate, infant (per 1,000 live births)",VNM,14.0,,,0,ASEAN
Viet Nam,2022,"Mortality rate, infant (per 1,000 live births)",VNM,14.3,,,0,ASEAN
Viet Nam,2021,"Mortality rate, infant (per 1,000 live births)",VNM,14.5,,,0,ASEAN
Viet Nam,2020,"Mortality rate, infant (per 1,000 live births)",VNM,14.7,,,0,ASEAN
Viet Nam,2019,"Mortality rate, infant (per 1,000 live births)",VNM,14.9,,,0,ASEAN
Viet Nam,2018,"Mortality rate, infant (per 1,000 live births)",VNM,15.0,,,0,ASEAN
Viet Nam,2017,"Mortality rate, infant (per 1,000 live births)",VNM,15.2,,,0,ASEAN
Viet Nam,2016,"Mortality rate, infant (per 1,000 live births)",VNM,15.4,,,0,ASEAN
Viet Nam,2015,"Mortality rate, infant (per 1,000 live births)",VNM,15.6,,,0,ASEAN
Viet Nam,2014,"Mortality rate, infant (per 1,000 live births)",VNM,15.8,,,0,ASEAN
Viet Nam,2013,"Mortality rate, infant (per 1,000 live births)",VNM,16.0,,,0,ASEAN
Viet Nam,2012,"Mortality rate, infant (per 1,000 live births)",VNM,16.2,,,0,ASEAN
Viet Nam,2011,"Mortality rate, infant (per 1,000 live births)",VNM,16.3,,,0,ASEAN
Viet Nam,2010,"Mortality rate, infant (per 1,000 live births)",VNM,16.5,,,0,ASEAN
Viet Nam,2009,"Mortality rate, infant (per 1,000 live births)",VNM,16.8,,,0,ASEAN
Viet Nam,2008,"Mortality rate, infant (per 1,000 live births)",VNM,17.0,,,0,ASEAN
Viet Nam,2007,"Mortality rate, infant (per 1,000 live births)",VNM,17.3,,,0,ASEAN
Viet Nam,2006,"Mortality rate, infant (per 1,000 live births)",VNM,17.7,,,0,ASEAN
Viet Nam,2005,"Mortality rate, infant (per 1,000 live births)",VNM,18.1,,,0,ASEAN
Viet Nam,2004,"Mortality rate, infant (per 1,000 live births)",VNM,18.6,,,0,ASEAN
Viet Nam,2003,"Mortality rate, infant (per 1,000 live births)",VNM,19.2,,,0,ASEAN
Viet Nam,2002,"Mortality rate, infant (per 1,000 live births)",VNM,19.9,,,0,ASEAN
Viet Nam,2001,"Mortality rate, infant (per 1,000 live births)",VNM,20.7,,,0,ASEAN
Viet Nam,2000,"Mortality rate, infant (per 1,000 live births)",VNM,21.7,,,0,ASEAN
Viet Nam,1999,"Mortality rate, infant (per 1,000 live births)",VNM,22.7,,,0,ASEAN
Viet Nam,1998,"Mortality rate, infant (per 1,000 live births)",VNM,23.9,,,0,ASEAN
Viet Nam,1997,"Mortality rate, infant (per 1,000 live births)",VNM,25.3,,,0,ASEAN
Viet Nam,1996,"Mortality rate, infant (per 1,000 live births)",VNM,26.8,,,0,ASEAN
Viet Nam,1995,"Mortality rate, infant (per 1,000 live births)",VNM,28.4,,,0,ASEAN
Viet Nam,1994,"Mortality rate, infant (per 1,000 live births)",VNM,30.1,,,0,ASEAN
Viet Nam,1993,"Mortality rate, infant (per 1,000 live births)",VNM,31.9,,,0,ASEAN
Viet Nam,1992,"Mortality rate, infant (per 1,000 live births)",VNM,33.7,,,0,ASEAN
Viet Nam,1991,"Mortality rate, infant (per 1,000 live births)",VNM,35.5,,,0,ASEAN
Viet Nam,1990,"Mortality rate, infant (per 1,000 live births)",VNM,37.2,,,0,ASEAN
Viet Nam,1989,"Mortality rate, infant (per 1,000 live births)",VNM,38.8,,,0,ASEAN
Viet Nam,1988,"Mortality rate, infant (per 1,000 live births)",VNM,40.4,,,0,ASEAN
Viet Nam,1987,"Mortality rate, infant (per 1,000 live births)",VNM,41.7,,,0,ASEAN
Viet Nam,1986,"Mortality rate, infant (per 1,000 live births)",VNM,42.9,,,0,ASEAN
Viet Nam,1985,"Mortality rate, infant (per 1,000 live births)",VNM,43.9,,,0,ASEAN
Viet Nam,1984,"Mortality rate, infant (per 1,000 live births)",VNM,44.7,,,0,ASEAN
Viet Nam,1983,"Mortality rate, infant (per 1,000 live births)",VNM,45.5,,,0,ASEAN
Viet Nam,1982,"Mortality rate, infant (per 1,000 live births)",VNM,46.2,,,0,ASEAN
Viet Nam,1981,"Mortality rate, infant (per 1,000 live births)",VNM,47.0,,,0,ASEAN
Viet Nam,1980,"Mortality rate, infant (per 1,000 live births)",VNM,47.9,,,0,ASEAN
Viet Nam,1979,"Mortality rate, infant (per 1,000 live births)",VNM,48.7,,,0,ASEAN
Viet Nam,1978,"Mortality rate, infant (per 1,000 live births)",VNM,49.6,,,0,ASEAN
Viet Nam,1977,"Mortality rate, infant (per 1,000 live births)",VNM,50.5,,,0,ASEAN
Viet Nam,1976,"Mortality rate, infant (per 1,000 live births)",VNM,51.3,,,0,ASEAN
Viet Nam,1975,"Mortality rate, infant (per 1,000 live births)",VNM,52.1,,,0,ASEAN
Viet Nam,1974,"Mortality rate, infant (per 1,000 live births)",VNM,63.8,,,0,ASEAN
Viet Nam,1973,"Mortality rate, infant (per 1,000 live births)",VNM,62.6,,,0,ASEAN
Viet Nam,1972,"Mortality rate, infant (per 1,000 live births)",VNM,68.5,,,0,ASEAN
Viet Nam,1971,"Mortality rate, infant (per 1,000 live births)",VNM,62.8,,,0,ASEAN
Viet Nam,1970,"Mortality rate, infant (per 1,000 live births)",VNM,63.7,,,0,ASEAN
Viet Nam,1969,"Mortality rate, infant (per 1,000 live births)",VNM,63.8,,,0,ASEAN
Viet Nam,1968,"Mortality rate, infant (per 1,000 live births)",VNM,67.0,,,0,ASEAN
Viet Nam,1967,"Mortality rate, infant (per 1,000 live births)",VNM,60.8,,,0,ASEAN
Viet Nam,1966,"Mortality rate, infant (per 1,000 live births)",VNM,60.4,,,0,ASEAN
Viet Nam,1965,"Mortality rate, infant (per 1,000 live births)",VNM,60.1,,,0,ASEAN
Viet Nam,1964,"Mortality rate, infant (per 1,000 live births)",VNM,55.2,,,0,ASEAN
Viet Nam,1963,"Mortality rate, infant (per 1,000 live births)",VNM,,,,0,ASEAN
Viet Nam,1962,"Mortality rate, infant (per 1,000 live births)",VNM,,,,0,ASEAN
Viet Nam,1961,"Mortality rate, infant (per 1,000 live births)",VNM,,,,0,ASEAN
Viet Nam,1960,"Mortality rate, infant (per 1,000 live births)",VNM,,,,0,ASEAN
Brunei Darussalam,2024,Population density (people per sq. km of land area),BRN,,,,0,ASEAN
Brunei Darussalam,2023,Population density (people per sq. km of land area),BRN,,,,0,ASEAN
Brunei Darussalam,2022,Population density (people per sq. km of land area),BRN,86.4079696394687,,,0,ASEAN
Brunei Darussalam,2021,Population density (people per sq. km of land area),BRN,85.715559772296,,,0,ASEAN
Brunei Darussalam,2020,Population density (people per sq. km of land area),BRN,84.896394686907,,,0,ASEAN
Brunei Darussalam,2019,Population density (people per sq. km of land area),BRN,84.0,,,0,ASEAN
Brunei Darussalam,2018,Population density (people per sq. km of land area),BRN,83.0759013282732,,,0,ASEAN
Brunei Darussalam,2017,Population density (people per sq. km of land area),BRN,82.1199240986717,,,0,ASEAN
Brunei Darussalam,2016,Population density (people per sq. km of land area),BRN,81.1316888045541,,,0,ASEAN
Brunei Darussalam,2015,Population density (people per sq. km of land area),BRN,80.1161290322581,,,0,ASEAN
Brunei Darussalam,2014,Population density (people per sq. km of land area),BRN,79.0796963946869,,,0,ASEAN
Brunei Darussalam,2013,Population density (people per sq. km of land area),BRN,78.026944971537,,,0,ASEAN
Brunei Darussalam,2012,Population density (people per sq. km of land area),BRN,76.9557874762808,,,0,ASEAN
Brunei Darussalam,2011,Population density (people per sq. km of land area),BRN,75.7853889943074,,,0,ASEAN
Brunei Darussalam,2010,Population density (people per sq. km of land area),BRN,74.4462998102467,,,0,ASEAN
Brunei Darussalam,2009,Population density (people per sq. km of land area),BRN,73.0459203036053,,,0,ASEAN
Brunei Darussalam,2008,Population density (people per sq. km of land area),BRN,71.6874762808349,,,0,ASEAN
Brunei Darussalam,2007,Population density (people per sq. km of land area),BRN,70.3743833017078,,,0,ASEAN
Brunei Darussalam,2006,Population density (people per sq. km of land area),BRN,69.1960151802657,,,0,ASEAN
Brunei Darussalam,2005,Population density (people per sq. km of land area),BRN,68.1055028462998,,,0,ASEAN
Brunei Darussalam,2004,Population density (people per sq. km of land area),BRN,66.9660341555977,,,0,ASEAN
Brunei Darussalam,2003,Population density (people per sq. km of land area),BRN,65.7755218216319,,,0,ASEAN
Brunei Darussalam,2002,Population density (people per sq. km of land area),BRN,64.5349146110057,,,0,ASEAN
Brunei Darussalam,2001,Population density (people per sq. km of land area),BRN,63.253320683112,,,0,ASEAN
Brunei Darussalam,2000,Population density (people per sq. km of land area),BRN,61.9400379506641,,,0,ASEAN
Brunei Darussalam,1999,Population density (people per sq. km of land area),BRN,60.6092979127135,,,0,ASEAN
Brunei Darussalam,1998,Population density (people per sq. km of land area),BRN,59.2760910815939,,,0,ASEAN
Brunei Darussalam,1997,Population density (people per sq. km of land area),BRN,57.9394686907021,,,0,ASEAN
Brunei Darussalam,1996,Population density (people per sq. km of land area),BRN,56.5988614800759,,,0,ASEAN
Brunei Darussalam,1995,Population density (people per sq. km of land area),BRN,55.2552182163188,,,0,ASEAN
Brunei Darussalam,1994,Population density (people per sq. km of land area),BRN,53.907210626186,,,0,ASEAN
Brunei Darussalam,1993,Population density (people per sq. km of land area),BRN,52.5561669829222,,,0,ASEAN
Brunei Darussalam,1992,Population density (people per sq. km of land area),BRN,51.2028462998102,,,0,ASEAN
Brunei Darussalam,1991,Population density (people per sq. km of land area),BRN,49.8284629981025,,,0,ASEAN
Brunei Darussalam,1990,Population density (people per sq. km of land area),BRN,48.442504743833,,,0,ASEAN
Brunei Darussalam,1989,Population density (people per sq. km of land area),BRN,47.0709677419355,,,0,ASEAN
Brunei Darussalam,1988,Population density (people per sq. km of land area),BRN,45.7140417457305,,,0,ASEAN
Brunei Darussalam,1987,Population density (people per sq. km of land area),BRN,44.3757115749526,,,0,ASEAN
Brunei Darussalam,1986,Population density (people per sq. km of land area),BRN,42.9781783681214,,,0,ASEAN
Brunei Darussalam,1985,Population density (people per sq. km of land area),BRN,41.5406072106262,,,0,ASEAN
Brunei Darussalam,1984,Population density (people per sq. km of land area),BRN,40.1633776091082,,,0,ASEAN
Brunei Darussalam,1983,Population density (people per sq. km of land area),BRN,38.850284629981,,,0,ASEAN
Brunei Darussalam,1982,Population density (people per sq. km of land area),BRN,37.6024667931689,,,0,ASEAN
Brunei Darussalam,1981,Population density (people per sq. km of land area),BRN,36.4282732447818,,,0,ASEAN
Brunei Darussalam,1980,Population density (people per sq. km of land area),BRN,35.3151802656546,,,0,ASEAN
Brunei Darussalam,1979,Population density (people per sq. km of land area),BRN,34.2356736242884,,,0,ASEAN
Brunei Darussalam,1978,Population density (people per sq. km of land area),BRN,33.1848197343454,,,0,ASEAN
Brunei Darussalam,1977,Population density (people per sq. km of land area),BRN,32.1208728652751,,,0,ASEAN
Brunei Darussalam,1976,Population density (people per sq. km of land area),BRN,31.0449715370019,,,0,ASEAN
Brunei Darussalam,1975,Population density (people per sq. km of land area),BRN,29.9943074003795,,,0,ASEAN
Brunei Darussalam,1974,Population density (people per sq. km of land area),BRN,28.9669829222011,,,0,ASEAN
Brunei Darussalam,1973,Population density (people per sq. km of land area),BRN,27.9637571157495,,,0,ASEAN
Brunei Darussalam,1972,Population density (people per sq. km of land area),BRN,26.980834914611,,,0,ASEAN
Brunei Darussalam,1971,Population density (people per sq. km of land area),BRN,26.1709677419355,,,0,ASEAN
Brunei Darussalam,1970,Population density (people per sq. km of land area),BRN,25.6428842504744,,,0,ASEAN
Brunei Darussalam,1969,Population density (people per sq. km of land area),BRN,24.9423149905123,,,0,ASEAN
Brunei Darussalam,1968,Population density (people per sq. km of land area),BRN,23.9510436432638,,,0,ASEAN
Brunei Darussalam,1967,Population density (people per sq. km of land area),BRN,22.9633776091082,,,0,ASEAN
Brunei Darussalam,1966,Population density (people per sq. km of land area),BRN,21.9874762808349,,,0,ASEAN
Brunei Darussalam,1965,Population density (people per sq. km of land area),BRN,21.0318785578748,,,0,ASEAN
Brunei Darussalam,1964,Population density (people per sq. km of land area),BRN,20.0990512333966,,,0,ASEAN
Brunei Darussalam,1963,Population density (people per sq. km of land area),BRN,19.1952561669829,,,0,ASEAN
Brunei Darussalam,1962,Population density (people per sq. km of land area),BRN,18.3527514231499,,,0,ASEAN
Brunei Darussalam,1961,Population density (people per sq. km of land area),BRN,17.5554079696395,,,0,ASEAN
Brunei Darussalam,1960,Population density (people per sq. km of land area),BRN,,,,0,ASEAN
Indonesia,2024,Population density (people per sq. km of land area),IDN,,,,0,ASEAN
Indonesia,2023,Population density (people per sq. km of land area),IDN,,,,0,ASEAN
Indonesia,2022,Population density (people per sq. km of land area),IDN,147.330175215419,,,0,ASEAN
Indonesia,2021,Population density (people per sq. km of land area),IDN,146.235107708626,,,0,ASEAN
Indonesia,2020,Population density (people per sq. km of land area),IDN,146.371283592869,,,0,ASEAN
Indonesia,2019,Population density (people per sq. km of land area),IDN,145.132688936836,,,0,ASEAN
Indonesia,2018,Population density (people per sq. km of land area),IDN,143.781152680745,,,0,ASEAN
Indonesia,2017,Population density (people per sq. km of land area),IDN,142.393583234045,,,0,ASEAN
Indonesia,2016,Population density (people per sq. km of land area),IDN,140.945267664402,,,0,ASEAN
Indonesia,2015,Population density (people per sq. km of land area),IDN,139.438934572699,,,0,ASEAN
Indonesia,2014,Population density (people per sq. km of land area),IDN,137.882705314833,,,0,ASEAN
Indonesia,2013,Population density (people per sq. km of land area),IDN,136.271572751061,,,0,ASEAN
Indonesia,2012,Population density (people per sq. km of land area),IDN,134.591727167608,,,0,ASEAN
Indonesia,2011,Population density (people per sq. km of land area),IDN,132.872174396105,,,0,ASEAN
Indonesia,2010,Population density (people per sq. km of land area),IDN,131.186593584406,,,0,ASEAN
Indonesia,2009,Population density (people per sq. km of land area),IDN,129.543311146252,,,0,ASEAN
Indonesia,2008,Population density (people per sq. km of land area),IDN,127.912368929422,,,0,ASEAN
