,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
3122,Chhattisgarh,2004,37.8,16.7,3.1,21.2,6.8,213.1,323.1,351.7,126.5,43.9,0.7,0.1,1144.5,54.5,31.1,1014.3,44.6
3123,Chhattisgarh,2005,57.6,15.6,6.1,6.5,16.4,197.0,393.8,267.7,240.5,83.5,1.6,1.0,1287.2,73.2,29.0,1099.0,86.1
3124,Chhattisgarh,2006,2.7,0.0,26.2,17.2,23.5,92.2,495.1,447.2,184.6,13.3,15.1,0.7,1317.7,2.7,66.8,1219.0,29.1
3125,Chhattisgarh,2007,0.0,15.7,6.2,11.4,10.4,259.4,309.9,338.8,259.1,67.8,2.0,0.5,1281.2,15.7,28.0,1167.2,70.3
3126,Chhattisgarh,2008,6.7,9.7,22.2,11.2,9.5,236.4,280.5,305.1,215.4,10.7,1.2,0.0,1108.5,16.4,42.9,1037.4,11.8
3127,Chhattisgarh,2009,1.2,0.0,2.3,1.9,11.2,45.3,455.0,247.1,104.7,43.6,42.5,1.9,956.6,1.2,15.4,852.0,88.0
3128,Chhattisgarh,2010,7.9,4.9,1.0,5.9,12.6,102.6,426.8,340.3,302.5,54.3,20.2,27.6,1306.6,12.8,19.4,1172.2,102.1
3129,Chhattisgarh,2011,0.3,11.5,2.6,35.0,16.8,183.5,272.6,379.8,382.2,15.5,0.0,2.8,1302.7,11.8,54.4,1218.2,18.3
3130,Chhattisgarh,2012,36.6,4.8,1.1,14.9,9.4,147.3,430.6,442.2,245.3,19.8,20.4,5.0,1377.4,41.5,25.4,1265.4,45.1
3131,Chhattisgarh,2013,2.8,19.7,4.9,45.8,5.7,263.6,418.8,336.6,140.9,180.9,0.3,0.0,1420.0,22.5,56.4,1159.9,181.2
3132,Chhattisgarh,2014,2.3,29.0,21.4,17.3,25.0,104.9,416.7,327.7,252.7,77.9,2.6,1.1,1278.7,31.3,63.7,1102.1,81.6
3133,Chhattisgarh,2015,15.8,1.2,21.2,37.0,13.0,257.6,248.6,286.6,216.9,17.7,0.6,1.5,1117.6,17.0,71.2,1009.7,19.7
3134,Chhattisgarh,2016,6.1,3.6,24.5,4.4,19.6,164.2,361.0,357.1,295.6,79.8,0.0,0.0,1315.8,9.8,48.5,1177.8,79.8
3135,Chhattisgarh,2017,0.9,0.7,3.5,0.8,15.6,184.8,378.3,300.4,177.7,61.6,0.2,0.0,1124.4,1.6,19.8,1041.2,61.8
3136,Coastal Andhra Pradesh,1901,18.8,80.9,7.2,28.7,68.7,77.7,113.0,133.7,125.3,173.4,164.8,1.5,993.8,99.7,104.6,449.7,339.8
3137,Coastal Andhra Pradesh,1902,2.0,0.0,2.8,23.9,37.6,72.6,144.5,236.1,204.5,262.0,50.4,27.1,1063.6,2.0,64.4,657.7,339.5
3138,Coastal Andhra Pradesh,1903,0.8,13.3,0.2,6.2,73.4,154.0,248.6,258.0,216.5,159.1,173.9,12.1,1316.2,14.2,79.8,877.1,345.1
3139,Coastal Andhra Pradesh,1904,1.3,0.0,5.4,3.0,136.3,107.8,120.2,117.7,116.8,240.9,0.0,10.7,860.2,1.3,144.7,462.6,251.6
3140,Coastal Andhra Pradesh,1905,1.1,16.7,68.0,37.0,68.8,84.4,64.6,210.8,170.2,66.0,7.4,0.0,795.2,17.8,173.8,530.1,73.4
3141,Coastal Andhra Pradesh,1906,3.9,23.5,9.9,2.3,11.0,252.6,155.8,241.1,126.9,92.1,21.5,80.8,1021.5,27.4,23.2,776.4,194.5
3142,Coastal Andhra Pradesh,1907,0.6,3.0,38.9,80.9,18.9,224.5,119.7,118.2,94.7,37.0,52.4,29.1,817.9,3.6,138.7,557.2,118.4
3143,Coastal Andhra Pradesh,1908,54.1,1.3,1.7,7.2,40.9,57.2,120.9,162.0,320.9,73.9,2.1,0.0,842.3,55.5,49.8,661.1,75.9
3144,Coastal Andhra Pradesh,1909,1.3,1.3,0.2,112.2,34.0,109.7,154.2,193.1,169.8,13.4,3.1,75.2,867.6,2.6,146.5,626.8,91.7
3145,Coastal Andhra Pradesh,1910,0.9,2.4,0.2,31.9,22.6,179.6,222.2,204.5,216.8,286.4,87.2,0.0,1254.6,3.3,54.7,823.0,373.6
3146,Coastal Andhra Pradesh,1911,0.0,0.0,10.3,14.4,31.2,150.5,158.1,76.2,160.4,119.7,77.6,21.0,819.5,0.0,56.0,545.1,218.4
3147,Coastal Andhra Pradesh,1912,0.0,9.6,4.8,15.2,33.6,55.9,217.9,230.1,188.7,86.1,61.7,0.0,903.6,9.6,53.6,692.5,147.9
3148,Coastal Andhra Pradesh,1913,0.0,12.9,0.5,3.3,68.2,129.0,166.9,124.3,119.5,206.7,7.2,2.4,841.0,12.9,72.1,539.7,216.3
3149,Coastal Andhra Pradesh,1914,0.0,10.9,5.8,73.0,77.7,171.7,157.4,178.5,292.4,22.8,17.8,5.1,1013.2,10.9,156.6,800.0,45.7
3150,Coastal Andhra Pradesh,1915,21.1,17.9,53.3,44.8,63.5,177.3,134.8,226.5,170.5,228.8,208.8,0.0,1347.4,39.0,161.7,709.1,437.7
3151,Coastal Andhra Pradesh,1916,0.2,5.1,0.5,16.3,43.9,157.9,282.1,197.1,166.2,355.9,126.0,0.1,1351.2,5.3,60.7,803.3,481.9
3152,Coastal Andhra Pradesh,1917,1.1,25.1,14.9,16.4,105.5,201.4,142.4,215.8,219.6,216.0,126.5,5.0,1289.6,26.3,136.7,779.2,347.4
3153,Coastal Andhra Pradesh,1918,25.1,2.5,9.5,13.0,79.6,109.4,107.4,130.9,149.6,30.8,111.7,8.5,778.0,27.6,102.0,497.4,151.0
3154,Coastal Andhra Pradesh,1919,41.3,22.9,10.4,23.6,70.0,111.2,194.8,118.6,161.8,194.5,183.6,8.7,1141.4,64.2,104.0,586.4,386.8
3155,Coastal Andhra Pradesh,1920,9.6,23.8,4.7,25.1,78.4,83.0,71.6,124.9,113.6,176.5,12.2,0.0,723.5,33.3,108.2,393.2,188.7
3156,Coastal Andhra Pradesh,1921,52.3,0.1,0.1,35.3,11.2,97.6,204.6,168.0,228.7,192.6,24.7,0.0,1015.0,52.4,46.5,698.9,217.2
3157,Coastal Andhra Pradesh,1922,10.9,0.0,0.0,5.3,35.8,103.3,145.6,132.6,117.5,128.0,174.0,0.2,853.3,10.9,41.1,499.0,302.3
3158,Coastal Andhra Pradesh,1923,0.2,58.3,13.5,14.9,39.1,44.3,128.8,53.4,260.6,267.5,245.6,0.1,1126.4,58.5,67.5,487.1,513.2
3159,Coastal Andhra Pradesh,1924,3.7,6.2,0.6,8.8,66.1,66.2,111.6,197.6,349.8,131.0,240.3,0.0,1182.0,9.9,75.6,725.1,371.4
3160,Coastal Andhra Pradesh,1925,2.9,0.1,5.6,40.2,196.4,151.4,197.8,223.9,103.4,262.6,46.1,8.1,1238.5,3.0,242.2,676.5,316.8
3161,Coastal Andhra Pradesh,1926,13.7,7.7,78.7,57.1,36.4,72.4,191.4,173.3,162.8,76.7,0.5,0.0,870.7,21.4,172.2,599.9,77.2
3162,Coastal Andhra Pradesh,1927,14.1,8.4,18.5,6.3,40.0,196.4,172.4,197.2,157.0,66.1,176.5,0.0,1053.0,22.6,64.8,723.1,242.6
3163,Coastal Andhra Pradesh,1928,0.0,2.8,1.4,55.1,31.0,88.7,189.0,136.4,208.2,385.9,2.2,0.7,1101.3,2.8,87.4,622.2,388.8
3164,Coastal Andhra Pradesh,1929,2.7,37.4,1.5,19.7,41.0,190.0,78.3,138.4,146.3,173.1,5.3,25.4,859.1,40.2,62.2,553.0,203.8
3165,Coastal Andhra Pradesh,1930,0.5,32.4,6.6,23.2,117.3,189.6,112.4,133.0,136.7,284.1,181.9,5.1,1222.7,32.9,147.1,571.6,471.1
3166,Coastal Andhra Pradesh,1931,0.5,0.4,5.2,8.8,46.9,142.2,177.7,120.5,231.7,388.8,164.0,0.3,1287.1,0.8,60.9,672.2,553.1
3167,Coastal Andhra Pradesh,1932,0.0,53.2,0.1,20.8,47.2,79.6,203.3,122.3,147.8,117.2,180.0,0.1,971.5,53.2,68.0,553.0,297.2
3168,Coastal Andhra Pradesh,1933,4.1,0.0,6.8,23.3,88.0,106.0,187.1,135.6,193.0,251.3,67.3,24.8,1087.3,4.2,118.0,621.7,343.4
3169,Coastal Andhra Pradesh,1934,0.0,0.2,0.6,19.9,21.7,100.5,202.2,207.5,131.5,116.2,80.6,3.2,884.2,0.2,42.3,641.7,200.1
3170,Coastal Andhra Pradesh,1935,1.2,0.1,4.2,24.7,10.5,94.6,158.9,122.6,191.8,141.0,1.6,0.0,751.1,1.3,39.4,567.8,142.6
3171,Coastal Andhra Pradesh,1936,8.7,127.1,5.8,22.4,145.2,162.7,211.9,188.3,123.9,233.4,91.2,8.1,1328.7,135.7,173.4,686.8,332.7
3172,Coastal Andhra Pradesh,1937,0.0,71.8,15.2,86.3,30.3,59.3,172.5,153.7,108.7,185.2,8.9,0.2,892.2,71.8,131.9,494.2,194.3
3173,Coastal Andhra Pradesh,1938,0.1,31.9,7.6,3.5,82.6,158.9,161.3,176.1,294.2,115.2,174.4,0.4,1206.2,32.0,93.7,790.5,290.0
3174,Coastal Andhra Pradesh,1939,3.0,0.0,29.7,19.7,11.3,80.2,138.7,121.9,150.1,416.7,95.8,3.2,1070.3,3.0,60.7,490.9,515.8
3175,Coastal Andhra Pradesh,1940,0.2,5.3,65.6,15.0,202.1,120.3,157.4,186.6,122.1,106.3,75.8,12.4,1069.0,5.4,282.6,586.4,194.5
3176,Coastal Andhra Pradesh,1941,2.6,13.8,4.1,8.2,58.5,192.7,83.0,97.4,184.1,266.4,107.8,7.8,1026.5,16.4,70.8,557.3,382.0
3177,Coastal Andhra Pradesh,1942,2.9,5.6,2.1,37.2,30.5,84.7,130.9,196.1,142.1,159.7,85.6,2.4,879.8,8.5,69.9,553.7,247.6
3178,Coastal Andhra Pradesh,1943,20.2,5.3,1.6,72.5,46.0,142.1,129.5,116.6,195.4,208.2,40.2,0.2,977.9,25.5,120.2,583.7,248.5
3179,Coastal Andhra Pradesh,1944,4.9,19.4,96.6,24.8,42.5,132.2,179.8,157.6,159.4,304.7,33.9,0.0,1155.9,24.3,163.9,629.1,338.6
3180,Coastal Andhra Pradesh,1945,1.0,0.0,0.0,48.0,39.9,46.6,193.3,185.8,201.2,242.0,19.1,14.7,991.5,1.0,87.9,626.8,275.8
3181,Coastal Andhra Pradesh,1946,0.0,3.8,5.4,66.0,60.7,127.6,179.4,157.7,113.3,94.4,160.0,2.0,970.2,3.8,132.1,577.9,256.4
3182,Coastal Andhra Pradesh,1947,10.3,3.0,0.8,15.4,18.3,86.5,217.4,216.1,209.8,154.7,58.3,135.5,1126.2,13.4,34.5,729.8,348.5
3183,Coastal Andhra Pradesh,1948,1.4,26.8,7.4,24.8,44.6,92.7,193.5,113.8,232.7,103.7,181.6,1.5,1024.6,28.2,76.9,632.7,286.8
3184,Coastal Andhra Pradesh,1949,7.7,0.6,2.5,32.2,71.2,97.3,231.2,179.2,254.8,319.4,21.3,0.0,1217.3,8.3,105.8,762.4,340.7
3185,Coastal Andhra Pradesh,1950,0.0,17.2,31.0,7.0,52.8,97.8,221.8,132.3,192.5,130.1,103.2,0.3,986.0,17.2,90.7,644.4,233.6
3186,Coastal Andhra Pradesh,1951,1.2,0.0,27.9,46.1,75.4,133.7,285.2,186.5,174.1,89.7,74.2,2.2,1096.1,1.2,149.4,779.4,166.1
3187,Coastal Andhra Pradesh,1952,0.0,17.4,12.2,28.8,94.2,87.4,130.1,128.8,130.2,251.8,0.0,35.7,916.7,17.4,135.2,476.5,287.5
3188,Coastal Andhra Pradesh,1953,13.2,0.6,0.0,21.5,43.4,136.7,149.6,190.6,183.7,234.8,15.6,0.3,990.0,13.8,64.9,660.6,250.7
3189,Coastal Andhra Pradesh,1954,0.3,0.0,9.0,8.0,37.5,129.7,218.5,205.7,266.5,263.0,0.0,15.3,1153.5,0.3,54.5,820.4,278.4
3190,Coastal Andhra Pradesh,1955,5.1,0.3,18.6,14.2,250.1,118.8,128.9,263.6,177.0,325.9,76.2,0.3,1378.9,5.4,282.9,688.2,402.4
3191,Coastal Andhra Pradesh,1956,4.2,3.2,0.5,28.6,89.1,210.1,305.2,163.7,209.3,331.1,60.9,2.7,1408.5,7.5,118.1,888.3,394.7
3192,Coastal Andhra Pradesh,1957,0.7,1.8,21.2,14.3,28.3,152.6,149.5,298.1,198.8,125.5,26.9,0.0,1017.6,2.5,63.7,799.0,152.4
3193,Coastal Andhra Pradesh,1958,7.4,1.8,10.7,17.5,40.9,108.5,281.4,245.6,215.9,527.2,148.4,0.1,1605.3,9.2,69.1,851.3,675.7
3194,Coastal Andhra Pradesh,1959,5.8,10.7,0.0,14.7,11.5,178.8,272.3,230.9,161.1,227.3,2.6,5.0,1120.7,16.4,26.3,843.1,234.9
3195,Coastal Andhra Pradesh,1960,1.4,0.2,25.1,1.3,18.3,167.8,196.4,92.5,287.3,108.8,24.3,20.3,943.6,1.6,44.7,743.9,153.4
3196,Coastal Andhra Pradesh,1961,9.6,28.4,2.3,9.0,44.4,138.6,199.8,172.9,181.2,282.3,48.7,2.1,1119.2,37.9,55.7,692.5,333.2
3197,Coastal Andhra Pradesh,1962,3.7,8.7,0.9,34.6,69.6,121.1,231.3,179.1,288.1,357.6,35.8,15.0,1345.5,12.3,105.1,819.6,408.5
3198,Coastal Andhra Pradesh,1963,0.0,0.0,7.0,50.2,23.5,126.6,137.4,176.1,131.3,371.7,0.1,0.0,1023.9,0.0,80.7,571.4,371.8
3199,Coastal Andhra Pradesh,1964,0.7,11.2,1.1,6.0,33.5,116.9,170.1,226.4,353.6,76.2,64.6,0.7,1061.0,11.9,40.6,867.0,141.5
3200,Coastal Andhra Pradesh,1965,1.4,1.2,7.1,35.4,36.7,52.0,166.3,157.5,208.1,61.3,25.0,2.3,754.2,2.6,79.2,583.9,88.6
3201,Coastal Andhra Pradesh,1966,40.1,1.2,5.0,8.6,22.8,107.1,243.3,163.9,128.7,66.5,146.6,20.9,954.7,41.3,36.3,643.1,234.0
3202,Coastal Andhra Pradesh,1967,13.1,0.1,71.8,18.6,19.7,124.3,245.6,124.6,141.5,27.9,4.6,51.4,843.1,13.1,110.1,635.9,84.0
3203,Coastal Andhra Pradesh,1968,11.3,11.8,13.6,42.9,28.0,70.8,170.2,45.5,164.8,197.2,78.1,4.8,838.9,23.1,84.4,451.3,280.0
3204,Coastal Andhra Pradesh,1969,0.2,0.4,2.7,5.6,262.6,125.1,192.4,99.8,122.7,208.0,201.7,58.5,1279.7,0.7,270.8,540.0,468.2
3205,Coastal Andhra Pradesh,1970,0.9,9.7,22.3,18.7,95.0,174.0,182.5,243.5,133.3,183.3,0.8,0.0,1064.2,10.6,136.0,733.4,184.1
3206,Coastal Andhra Pradesh,1971,1.0,26.4,12.7,104.1,88.3,86.4,99.8,205.3,222.0,186.2,1.0,0.0,1033.2,27.4,205.1,613.5,187.2
3207,Coastal Andhra Pradesh,1972,0.0,32.5,0.0,32.1,20.7,125.1,121.3,80.8,191.6,324.2,86.8,13.3,1028.5,32.5,52.8,518.8,424.4
3208,Coastal Andhra Pradesh,1973,0.0,0.4,12.0,1.1,45.2,73.3,158.6,178.4,132.5,233.7,23.5,0.3,859.1,0.4,58.3,542.9,257.5
3209,Coastal Andhra Pradesh,1974,0.1,1.5,11.2,12.9,34.9,120.4,126.3,132.8,194.3,274.2,36.3,0.0,944.9,1.6,59.1,573.8,310.5
3210,Coastal Andhra Pradesh,1975,0.2,10.5,0.3,2.6,33.5,200.7,154.2,210.9,230.8,300.8,47.6,0.3,1192.4,10.7,36.4,796.5,348.7
3211,Coastal Andhra Pradesh,1976,0.0,1.1,2.7,22.7,36.9,78.4,199.0,228.8,92.2,81.3,345.9,1.1,1090.3,1.1,62.3,598.5,428.4
3212,Coastal Andhra Pradesh,1977,1.5,0.0,1.2,62.5,102.4,112.5,149.7,176.8,112.3,121.0,289.9,3.0,1132.8,1.5,166.1,551.2,413.9
3213,Coastal Andhra Pradesh,1978,9.1,18.0,12.2,29.4,19.0,166.7,193.1,258.5,194.2,77.8,54.2,6.0,1038.3,27.1,60.6,812.5,138.1
3214,Coastal Andhra Pradesh,1979,0.6,30.2,0.1,15.2,125.1,108.7,97.3,95.5,233.2,52.2,160.6,15.5,934.1,30.7,140.4,534.6,228.3
3215,Coastal Andhra Pradesh,1980,0.5,2.4,5.6,16.1,31.5,217.5,169.3,176.7,128.0,205.0,48.4,13.8,1014.8,2.9,53.2,691.5,267.2
3216,Coastal Andhra Pradesh,1981,16.0,0.1,31.4,15.2,62.3,99.7,181.3,149.5,264.0,89.7,18.0,2.1,929.3,16.0,108.9,694.5,109.8
3217,Coastal Andhra Pradesh,1982,1.6,0.5,7.5,37.5,47.6,94.4,151.2,148.3,135.7,210.6,53.5,0.1,888.5,2.1,92.7,529.5,264.2
3218,Coastal Andhra Pradesh,1983,0.1,17.3,4.6,8.8,56.2,147.0,188.1,264.1,259.2,232.7,7.6,10.2,1196.0,17.4,69.6,858.5,250.6
3219,Coastal Andhra Pradesh,1984,5.7,9.8,1.8,26.5,21.2,89.1,219.0,123.1,154.8,111.8,20.9,1.6,785.2,15.5,49.5,585.9,134.3
3220,Coastal Andhra Pradesh,1985,42.7,0.4,1.7,7.0,17.9,105.1,198.6,179.3,88.6,248.2,32.6,45.5,967.6,43.1,26.6,571.6,326.3
3221,Coastal Andhra Pradesh,1986,32.6,25.9,2.2,26.6,44.1,101.0,106.0,336.2,95.3,124.4,111.9,3.7,1009.7,58.4,72.9,638.4,239.9
3222,Coastal Andhra Pradesh,1987,20.9,0.2,24.0,16.9,52.9,75.6,99.7,163.4,103.4,265.0,243.6,14.2,1079.9,21.1,93.9,442.2,522.8
3223,Coastal Andhra Pradesh,1988,0.0,16.7,2.3,38.4,69.6,68.2,313.4,269.8,277.5,78.6,5.8,24.6,1164.8,16.7,110.3,928.9,109.0
3224,Coastal Andhra Pradesh,1989,0.1,0.1,37.4,7.3,31.9,128.3,329.6,235.5,189.6,55.5,13.2,1.6,1030.0,0.2,76.6,883.0,70.3
3225,Coastal Andhra Pradesh,1990,10.3,81.1,84.5,24.2,507.7,107.4,102.5,223.2,158.5,248.7,58.9,4.3,1611.1,91.4,616.4,591.5,311.9
3226,Coastal Andhra Pradesh,1991,19.6,3.3,6.6,17.9,24.5,215.5,145.3,134.4,265.7,148.7,132.4,8.3,1122.1,22.8,49.0,760.9,289.3
3227,Coastal Andhra Pradesh,1992,13.1,4.3,0.0,9.1,45.5,75.6,208.4,207.2,145.8,147.5,144.4,0.0,1001.0,17.4,54.6,637.1,291.8
3228,Coastal Andhra Pradesh,1993,2.2,9.8,16.6,26.6,71.7,73.2,166.2,99.3,172.9,196.2,17.5,17.5,869.7,12.0,114.9,511.7,231.2
3229,Coastal Andhra Pradesh,1994,7.2,17.4,3.1,30.6,49.2,62.5,218.3,156.5,137.0,257.6,213.4,2.1,1155.1,24.6,83.0,574.4,473.1
3230,Coastal Andhra Pradesh,1995,27.5,2.5,12.0,19.8,257.8,80.0,225.3,212.7,128.6,329.6,50.1,6.1,1352.0,30.1,289.6,646.6,385.8
3231,Coastal Andhra Pradesh,1996,3.4,5.8,4.4,23.7,23.8,236.8,206.9,225.2,160.5,240.0,68.9,11.4,1210.9,9.3,51.9,829.4,320.3
3232,Coastal Andhra Pradesh,1997,15.1,5.6,19.7,62.6,25.2,63.1,156.0,128.1,315.5,83.6,51.7,45.7,972.1,20.7,107.6,662.7,181.0
3233,Coastal Andhra Pradesh,1998,12.6,35.7,24.7,38.9,33.6,136.2,214.1,252.2,255.5,178.6,128.6,0.0,1310.8,48.3,97.2,858.0,307.2
3234,Coastal Andhra Pradesh,1999,0.1,2.7,0.2,11.0,74.3,126.4,154.2,136.6,137.5,153.9,28.3,0.0,825.1,2.8,85.4,554.7,182.2
3235,Coastal Andhra Pradesh,2000,0.1,42.4,0.7,19.1,68.4,200.5,154.1,311.5,102.9,69.6,10.6,12.4,992.3,42.5,88.3,768.9,92.6
3236,Coastal Andhra Pradesh,2001,4.6,3.8,20.0,54.1,50.8,117.2,123.0,170.7,187.2,196.0,78.0,4.1,1009.3,8.4,124.8,598.1,278.0
3237,Coastal Andhra Pradesh,2002,28.0,0.0,7.3,34.8,35.0,115.2,74.7,173.5,71.7,148.7,14.3,0.0,703.2,28.0,77.1,435.0,163.0
3238,Coastal Andhra Pradesh,2003,6.2,19.4,40.7,19.4,12.2,104.0,241.7,158.3,130.2,252.3,11.5,101.1,1096.8,25.6,72.3,634.1,364.9
3239,Coastal Andhra Pradesh,2004,24.0,11.4,11.6,40.1,57.6,152.8,192.1,125.0,101.7,147.9,9.4,0.2,873.6,35.3,109.3,571.5,157.5
3240,Coastal Andhra Pradesh,2005,13.6,8.0,17.4,32.2,48.4,88.1,151.5,105.9,398.1,298.0,56.2,4.2,1221.6,21.6,98.0,743.6,358.4
3241,Coastal Andhra Pradesh,2006,0.0,0.0,30.7,58.0,67.6,132.0,126.8,279.7,224.1,185.4,55.3,0.0,1159.6,0.0,156.3,762.6,240.7
3242,Coastal Andhra Pradesh,2007,0.0,5.1,0.1,8.5,13.0,300.1,141.0,164.4,287.1,167.7,11.9,0.5,1099.2,5.1,21.6,892.5,180.0
3243,Coastal Andhra Pradesh,2008,3.2,61.6,93.8,18.5,34.9,119.8,208.5,276.2,166.8,51.6,71.4,1.2,1107.5,64.8,147.1,771.4,124.2
3244,Coastal Andhra Pradesh,2009,0.0,0.0,5.7,6.4,53.0,72.6,140.9,163.5,151.9,92.6,102.6,1.3,790.5,0.0,65.1,528.8,196.5
3245,Coastal Andhra Pradesh,2010,21.8,2.3,4.4,14.8,162.0,156.1,318.9,248.6,230.5,204.0,210.9,138.2,1712.4,24.1,181.2,954.0,553.1
3246,Coastal Andhra Pradesh,2011,0.0,17.9,0.9,62.3,67.9,86.8,196.0,215.8,129.7,74.6,4.9,5.0,861.9,17.9,131.2,628.4,84.4
3247,Coastal Andhra Pradesh,2012,37.6,0.0,2.7,24.0,39.3,95.4,221.9,221.2,246.5,140.0,289.7,0.0,1318.4,37.6,66.1,785.0,429.7
3248,Coastal Andhra Pradesh,2013,2.0,29.6,0.2,48.0,28.2,127.5,162.4,123.1,132.0,411.5,53.1,2.8,1120.5,31.7,76.4,545.0,467.4
3249,Coastal Andhra Pradesh,2014,0.4,1.2,9.1,6.0,112.9,45.7,151.8,177.8,144.5,195.6,23.7,6.4,874.9,1.5,128.0,519.7,225.7
3250,Coastal Andhra Pradesh,2015,2.0,0.6,5.5,32.3,34.1,283.8,116.0,192.0,201.8,59.7,81.2,2.0,1010.9,2.5,71.9,793.6,142.8
3251,Coastal Andhra Pradesh,2016,1.6,0.9,3.6,3.0,120.8,189.1,131.5,124.4,224.4,59.7,13.1,36.9,908.9,2.5,127.4,669.4,109.7
3252,Coastal Andhra Pradesh,2017,1.0,0.0,12.4,8.8,30.8,149.6,153.2,224.2,141.8,123.0,46.7,1.2,892.7,1.0,52.0,668.8,170.9
3253,Telangana,1901,6.9,41.8,7.8,45.2,22.0,123.6,237.8,177.2,77.7,75.5,12.2,0.0,827.7,48.7,75.0,616.4,87.7
3254,Telangana,1902,0.0,0.0,0.2,10.7,7.3,52.4,146.3,142.8,190.5,41.7,31.2,7.3,630.4,0.0,18.2,532.0,80.2
3255,Telangana,1903,12.9,4.6,0.0,9.9,40.7,99.2,505.2,246.7,191.9,155.8,15.5,1.1,1283.4,17.5,50.5,1042.9,172.4
3256,Telangana,1904,0.0,0.0,10.8,0.8,14.7,104.2,139.5,50.0,162.3,44.4,0.0,0.0,526.7,0.0,26.3,456.0,44.4
3257,Telangana,1905,0.0,4.3,12.8,27.6,32.2,129.5,82.4,237.3,179.1,19.6,0.0,0.0,724.9,4.3,72.6,628.4,19.6
3258,Telangana,1906,22.5,1.2,13.4,2.4,0.7,211.1,210.8,226.7,96.3,20.5,14.9,34.8,855.2,23.7,16.5,744.8,70.2
3259,Telangana,1907,1.0,3.3,10.2,61.9,0.2,217.5,160.5,263.3,116.8,0.3,3.6,5.0,843.7,4.3,72.3,758.1,8.9
3260,Telangana,1908,35.6,2.6,5.2,0.3,6.5,107.4,254.9,168.3,401.2,0.1,0.0,0.7,982.8,38.3,12.0,931.8,0.8
3261,Telangana,1909,0.5,5.9,0.5,26.4,2.2,133.8,288.3,168.6,138.5,4.6,0.0,0.2,769.5,6.3,29.1,729.2,4.8
3262,Telangana,1910,0.0,0.0,0.0,4.2,25.0,220.9,198.2,150.3,230.5,101.4,45.3,0.0,975.9,0.0,29.2,799.9,146.8
3263,Telangana,1911,0.0,0.0,7.9,0.7,7.8,133.9,122.1,176.3,174.4,23.0,6.0,9.9,662.0,0.0,16.4,606.7,39.0
3264,Telangana,1912,0.0,37.5,0.0,20.4,6.6,28.5,263.3,196.8,149.5,7.8,33.4,0.0,743.8,37.5,26.9,638.1,41.3
3265,Telangana,1913,0.0,13.4,0.0,8.0,34.6,83.5,337.2,108.8,101.7,35.2,0.0,9.7,732.2,13.4,42.6,631.3,44.9
3266,Telangana,1914,0.0,0.0,1.2,34.1,41.5,233.1,271.3,195.1,278.6,16.2,10.3,2.0,1083.5,0.0,76.8,978.1,28.5
3267,Telangana,1915,15.4,8.6,77.8,18.8,26.7,165.6,140.4,236.2,186.8,122.0,23.6,0.1,1022.0,24.0,123.3,729.0,145.7
3268,Telangana,1916,0.0,4.1,0.0,15.9,16.1,233.2,216.4,137.0,291.8,153.1,95.1,0.0,1162.6,4.1,32.0,878.4,248.1
3269,Telangana,1917,0.0,65.5,33.0,34.1,52.7,184.1,267.5,180.1,275.6,106.7,6.6,0.0,1206.0,65.5,119.9,907.3,113.4
3270,Telangana,1918,20.2,0.0,32.6,8.3,55.5,97.8,106.1,89.6,96.9,6.4,7.5,33.9,554.7,20.2,96.4,390.3,47.8
3271,Telangana,1919,5.5,39.2,31.3,35.0,23.6,158.8,139.4,115.3,129.9,130.6,78.5,7.4,894.6,44.8,89.9,543.4,216.6
3272,Telangana,1920,7.4,0.0,1.7,24.4,31.4,62.8,138.8,66.5,78.9,24.9,0.0,0.0,437.0,7.4,57.6,347.1,24.9
3273,Telangana,1921,7.1,0.0,0.1,5.4,5.5,200.9,296.7,161.1,240.7,68.0,17.9,0.0,1003.3,7.1,11.0,899.4,85.9
3274,Telangana,1922,55.3,0.0,0.0,6.6,50.1,69.2,184.3,158.3,170.2,23.0,50.7,0.0,767.5,55.3,56.7,581.9,73.7
3275,Telangana,1923,3.0,5.3,23.3,10.7,18.0,43.5,222.8,80.3,334.4,44.0,1.0,0.0,786.2,8.3,52.0,680.9,45.0
3276,Telangana,1924,37.0,0.0,0.0,9.2,34.6,62.8,124.7,220.2,288.2,51.6,116.1,0.0,944.5,37.0,43.8,695.9,167.7
3277,Telangana,1925,0.0,0.0,0.0,49.8,97.8,168.1,266.2,239.2,148.1,187.5,8.1,3.1,1167.9,0.0,147.6,821.6,198.7
3278,Telangana,1926,46.1,2.0,24.0,48.8,24.0,74.7,227.3,205.1,70.5,41.0,0.0,0.0,763.5,48.1,96.8,577.6,41.0
3279,Telangana,1927,9.6,11.0,4.6,2.0,14.3,248.3,266.0,158.5,142.4,59.9,89.0,0.0,1005.5,20.7,20.8,815.1,148.9
3280,Telangana,1928,0.0,15.8,47.3,4.5,27.9,143.9,248.6,191.6,215.2,104.1,0.0,7.4,1006.4,15.8,79.7,799.4,111.5
3281,Telangana,1929,5.3,64.8,0.0,21.7,2.8,146.0,115.0,142.2,232.5,35.9,0.0,24.5,790.5,70.0,24.4,635.6,60.3
