"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:FAS(4.0.0)","DMA.FA66N.PTADLT_NUM.A","OBS_VALUE","Dominica","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AGO.FA66N.PTADLT_NUM.A","OBS_VALUE","Angola","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","2.156504824332816","38.72778160754347","157.915928911754","21.13958490732738","3.757881221396174","","","",""
"IMF.STA:FAS(4.0.0)","SUR.FA66N.PTADLT_NUM.A","OBS_VALUE","Suriname","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BHS.FA66N.PTADLT_NUM.A","OBS_VALUE","Bahamas, The","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","611.354098040651","1091.022511526987","2211.832356124306",""
"IMF.STA:FAS(4.0.0)","SDN.FA66N.PTADLT_NUM.A","OBS_VALUE","Sudan","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","192.751090067018","405.483967638084","260.673455085435","","","","","",""
"IMF.STA:FAS(4.0.0)","IRQ.FA66N.PTADLT_NUM.A","OBS_VALUE","Iraq","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","1.162094842089388","5.894327499872081","8.841170361687817","224.6172100930206","396.8960924785364","","649.4896071238871","",""
"IMF.STA:FAS(4.0.0)","KHM.FA66N.PTADLT_NUM.A","OBS_VALUE","Cambodia","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","3327.305530159281","9129.578888046795","12936.06056358977","16886.35298896916","23095.26838824193","29312.23382259529","39236.9949314147","49669.50517357684",""
"IMF.STA:FAS(4.0.0)","PNG.FA66N.PTADLT_NUM.A","OBS_VALUE","Papua New Guinea","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","932.567576450189","1016.60947929278","1706.48175274968","1503.04110730199","276.828261102957","",""
"IMF.STA:FAS(4.0.0)","PRY.FA66N.PTADLT_NUM.A","OBS_VALUE","Paraguay","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","11294.91406261048","12387.33118088549","13644.79975662849","21343.63575945943","24060.30141882724","24088.40483679828","24475.98498256686",""
"IMF.STA:FAS(4.0.0)","IND.FA66N.PTADLT_NUM.A","OBS_VALUE","India","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","627.6919858762463","1662.404500217854","3031.523627904596","4078.932506351235","4111.974122168624","3822.869975552455","5008.210625800285","5509.651985501253",""
"IMF.STA:FAS(4.0.0)","COL.FA66N.PTADLT_NUM.A","OBS_VALUE","Colombia","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","3.12546293099681","129.9241004766975","","","","",""
"IMF.STA:FAS(4.0.0)","PRT.FA66N.PTADLT_NUM.A","OBS_VALUE","Portugal","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","VNM.FA66N.PTADLT_NUM.A","OBS_VALUE","Vietnam","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","16639.83362266041","",""
"IMF.STA:FAS(4.0.0)","SWE.FA66N.PTADLT_NUM.A","OBS_VALUE","Sweden","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DJI.FA66N.PTADLT_NUM.A","OBS_VALUE","Djibouti","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","USA.FA66N.PTADLT_NUM.A","OBS_VALUE","United States","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","FSM.FA66N.PTADLT_NUM.A","OBS_VALUE","Micronesia, Federated States of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SSD.FA66N.PTADLT_NUM.A","OBS_VALUE","South Sudan, Republic of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DZA.FA66N.PTADLT_NUM.A","OBS_VALUE","Algeria","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","GMB.FA66N.PTADLT_NUM.A","OBS_VALUE","Gambia, The","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","13.41306308240649","75659.86793288148","87911.67387648812","93989.83581683703","1974.91307318936",""
"IMF.STA:FAS(4.0.0)","NPL.FA66N.PTADLT_NUM.A","OBS_VALUE","Nepal","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","2694.782084807119","4648.173291222553","5891.648313977052","7709.945387941709","9664.42319987234",""
"IMF.STA:FAS(4.0.0)","SLV.FA66N.PTADLT_NUM.A","OBS_VALUE","El Salvador","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","189.0347203470143","2298.179151926351","3587.304517949856","2299.586490225771",""
"IMF.STA:FAS(4.0.0)","LAO.FA66N.PTADLT_NUM.A","OBS_VALUE","Lao People's Democratic Republic","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","HND.FA66N.PTADLT_NUM.A","OBS_VALUE","Honduras","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","2656.01549909612","2565.346258833805","2043.90584375927",""
"IMF.STA:FAS(4.0.0)","CPV.FA66N.PTADLT_NUM.A","OBS_VALUE","Cabo Verde","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","THA.FA66N.PTADLT_NUM.A","OBS_VALUE","Thailand","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","11146.30729307546","13968.87721623705","16982.83719612694","20525.60700166178","27080.61109272823","35289.72380657936","46993.20466915663","59144.70547855658",""
"IMF.STA:FAS(4.0.0)","MHL.FA66N.PTADLT_NUM.A","OBS_VALUE","Marshall Islands, Republic of the","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BRB.FA66N.PTADLT_NUM.A","OBS_VALUE","Barbados","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ARE.FA66N.PTADLT_NUM.A","OBS_VALUE","United Arab Emirates","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SRB.FA66N.PTADLT_NUM.A","OBS_VALUE","Serbia, Republic of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BDI.FA66N.PTADLT_NUM.A","OBS_VALUE","Burundi","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DEU.FA66N.PTADLT_NUM.A","OBS_VALUE","Germany","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CAF.FA66N.PTADLT_NUM.A","OBS_VALUE","Central African Republic","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","0.77068189934454","0.871437600822618","","","","","","",""
"IMF.STA:FAS(4.0.0)","BOL.FA66N.PTADLT_NUM.A","OBS_VALUE","Bolivia","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","7606.81568054721","8948.13871837482","9098.892165332578","7488.096120266709","5712.21343914067","6494.85535029627","7383.130253767954","12244.2999230811",""
"IMF.STA:FAS(4.0.0)","ROU.FA66N.PTADLT_NUM.A","OBS_VALUE","Romania","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","13.12471890451213","1.792025643634562","","","","","","",""
"IMF.STA:FAS(4.0.0)","AZE.FA66N.PTADLT_NUM.A","OBS_VALUE","Azerbaijan, Republic of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","PAN.FA66N.PTADLT_NUM.A","OBS_VALUE","Panama","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BRA.FA66N.PTADLT_NUM.A","OBS_VALUE","Brazil","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MAR.FA66N.PTADLT_NUM.A","OBS_VALUE","Morocco","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","53.15800533541609","179.5062443901003","286.14331176051","347.1724770619179",""
"IMF.STA:FAS(4.0.0)","TUN.FA66N.PTADLT_NUM.A","OBS_VALUE","Tunisia","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","4.702780179322433","",""
"IMF.STA:FAS(4.0.0)","LBY.FA66N.PTADLT_NUM.A","OBS_VALUE","Libya","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","0.447781609604757","367.188260944905","204.091044464541","165.21680637351","234.475280217224","128.938586323921","",""
"IMF.STA:FAS(4.0.0)","ETH.FA66N.PTADLT_NUM.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","651.1282272105278","",""
"IMF.STA:FAS(4.0.0)","SLE.FA66N.PTADLT_NUM.A","OBS_VALUE","Sierra Leone","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","17542.20818540982","23801.7504355915",""
"IMF.STA:FAS(4.0.0)","BHR.FA66N.PTADLT_NUM.A","OBS_VALUE","Bahrain, Kingdom of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","6178.591671077872","15951.28173027075",""
"IMF.STA:FAS(4.0.0)","AND.FA66N.PTADLT_NUM.A","OBS_VALUE","Andorra, Principality of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","COG.FA66N.PTADLT_NUM.A","OBS_VALUE","Congo, Republic of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","161.472462347236","122.8556333162639","395.2074506520177","15706.36248442339","17490.17068113704","154.2705935470589","82.71655976303622","",""
"IMF.STA:FAS(4.0.0)","NAM.FA66N.PTADLT_NUM.A","OBS_VALUE","Namibia","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","7323.679344295067","1695.382364081531","1908.840922588876","5101.022103271653","10380.5456581236","7068.288844763442","8796.19027951229","",""
"IMF.STA:FAS(4.0.0)","TZA.FA66N.PTADLT_NUM.A","OBS_VALUE","Tanzania, United Republic of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","13203.82282071627",""
"IMF.STA:FAS(4.0.0)","ZMB.FA66N.PTADLT_NUM.A","OBS_VALUE","Zambia","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","653.4695706871636","1190.023623977236","27748.39652628424","50390.9623089872","66712.54757731178","75495.7638489831","138244.9858984198","189425.6932203503",""
"IMF.STA:FAS(4.0.0)","NGA.FA66N.PTADLT_NUM.A","OBS_VALUE","Nigeria","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","447.0767288369169","441.8464728151081","850.3682148982735","2758.374659612396","6535.529094394377","9927.766081849699","15475.83870559537","84112.20148792514",""
"IMF.STA:FAS(4.0.0)","GUY.FA66N.PTADLT_NUM.A","OBS_VALUE","Guyana","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","2391.553249212779","4089.524217905216","4710.682055683438","4846.375201494886","7802.551870695812","10178.05503589032","6181.698033136156","8804.810689658134",""
"IMF.STA:FAS(4.0.0)","SWZ.FA66N.PTADLT_NUM.A","OBS_VALUE","Eswatini, Kingdom of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","5957.490805306274","8548.140501823604","12547.35445976031","19233.3424458417","18922.88194963751","24121.86075933026","30161.53177651313","35293.81656030439",""
"IMF.STA:FAS(4.0.0)","STP.FA66N.PTADLT_NUM.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MRT.FA66N.PTADLT_NUM.A","OBS_VALUE","Mauritania, Islamic Republic of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","114.8120701886493","2959.916509698872","","",""
"IMF.STA:FAS(4.0.0)","NRU.FA66N.PTADLT_NUM.A","OBS_VALUE","Nauru, Republic of","Number of mobile money transactions (during the reference year)","Per 1,000 adults","Annual","Units","","","","","","","","",""
