"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:FAS(4.0.0)","USA.FA63N.PTADLT_NUM.A","OBS_VALUE","United States","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","TON.FA63N.PTADLT_NUM.A","OBS_VALUE","Tonga","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","364.076843294788","395.920797520724","442.955738934734","","","","","",""
"IMF.STA:FAS(4.0.0)","PRT.FA63N.PTADLT_NUM.A","OBS_VALUE","Portugal","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","FSM.FA63N.PTADLT_NUM.A","OBS_VALUE","Micronesia, Federated States of","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","VNM.FA63N.PTADLT_NUM.A","OBS_VALUE","Vietnam","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","70.57657549476724",""
"IMF.STA:FAS(4.0.0)","SWE.FA63N.PTADLT_NUM.A","OBS_VALUE","Sweden","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DJI.FA63N.PTADLT_NUM.A","OBS_VALUE","Djibouti","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SLV.FA63N.PTADLT_NUM.A","OBS_VALUE","El Salvador","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","81.99257159663374","93.11385223083914","112.0726301536764","96.4979083513802",""
"IMF.STA:FAS(4.0.0)","SSD.FA63N.PTADLT_NUM.A","OBS_VALUE","South Sudan, Republic of","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","HND.FA63N.PTADLT_NUM.A","OBS_VALUE","Honduras","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","108.6615563558906","111.0219857046079","63.70619730824934",""
"IMF.STA:FAS(4.0.0)","GMB.FA63N.PTADLT_NUM.A","OBS_VALUE","Gambia, The","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","7.461244471164169","14.3990710544931","38.62193627286649","47.30933395461486","65.9883779356641",""
"IMF.STA:FAS(4.0.0)","LAO.FA63N.PTADLT_NUM.A","OBS_VALUE","Lao People's Democratic Republic","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DZA.FA63N.PTADLT_NUM.A","OBS_VALUE","Algeria","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","IND.FA63N.PTADLT_NUM.A","OBS_VALUE","India","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","827.6387650035317","1155.570197966109","1171.498049798727","339.7080455399484","386.5956524739425",""
"IMF.STA:FAS(4.0.0)","MHL.FA63N.PTADLT_NUM.A","OBS_VALUE","Marshall Islands, Republic of the","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CPV.FA63N.PTADLT_NUM.A","OBS_VALUE","Cabo Verde","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","538.5116062374962","572.8677689482291",""
"IMF.STA:FAS(4.0.0)","ARE.FA63N.PTADLT_NUM.A","OBS_VALUE","United Arab Emirates","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BDI.FA63N.PTADLT_NUM.A","OBS_VALUE","Burundi","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SRB.FA63N.PTADLT_NUM.A","OBS_VALUE","Serbia, Republic of","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BRB.FA63N.PTADLT_NUM.A","OBS_VALUE","Barbados","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DEU.FA63N.PTADLT_NUM.A","OBS_VALUE","Germany","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CAF.FA63N.PTADLT_NUM.A","OBS_VALUE","Central African Republic","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","0.16894948650566","1.12378894936936","","","","","","",""
"IMF.STA:FAS(4.0.0)","NOR.FA63N.PTADLT_NUM.A","OBS_VALUE","Norway","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","PAN.FA63N.PTADLT_NUM.A","OBS_VALUE","Panama","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AZE.FA63N.PTADLT_NUM.A","OBS_VALUE","Azerbaijan, Republic of","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BRA.FA63N.PTADLT_NUM.A","OBS_VALUE","Brazil","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LBY.FA63N.PTADLT_NUM.A","OBS_VALUE","Libya","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","0.0950458431734514","16.9333433618592","19.1718289506869","17.5098676073835","17.7887772868624","13.558821012672","",""
"IMF.STA:FAS(4.0.0)","SLE.FA63N.PTADLT_NUM.A","OBS_VALUE","Sierra Leone","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","275.3871781259307","326.5611055195652",""
"IMF.STA:FAS(4.0.0)","ROU.FA63N.PTADLT_NUM.A","OBS_VALUE","Romania","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AND.FA63N.PTADLT_NUM.A","OBS_VALUE","Andorra, Principality of","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","NAM.FA63N.PTADLT_NUM.A","OBS_VALUE","Namibia","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","731.4093792928317","632.0710472881314","953.43180557285","1064.505047708407","851.2368746197938","1298.569777923715","1443.45173360184","1329.066542074756",""
"IMF.STA:FAS(4.0.0)","TZA.FA63N.PTADLT_NUM.A","OBS_VALUE","Tanzania, United Republic of","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","1348.203473331123",""
"IMF.STA:FAS(4.0.0)","ZMB.FA63N.PTADLT_NUM.A","OBS_VALUE","Zambia","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","56.7000611832024","152.0695774040128","347.8900816305627","472.2316088132563","807.6219946345306","893.0920693869472","983.2060019640192","1093.696557704818",""
"IMF.STA:FAS(4.0.0)","GUY.FA63N.PTADLT_NUM.A","OBS_VALUE","Guyana","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","21.29066682699173","32.33342033632872","19.81922454007118","19.54214736856908","34.30476072905553","29.19520950984477","","",""
"IMF.STA:FAS(4.0.0)","STP.FA63N.PTADLT_NUM.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MRT.FA63N.PTADLT_NUM.A","OBS_VALUE","Mauritania, Islamic Republic of","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","39.65789070664294","58.44470542429133","","",""
"IMF.STA:FAS(4.0.0)","SWZ.FA63N.PTADLT_NUM.A","OBS_VALUE","Eswatini, Kingdom of","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","595.4835720080544","704.577743674357","809.3654628257442","597.4436080198964","746.4545008488207","805.1108271045531","932.9694862901109","856.9695810601334",""
"IMF.STA:FAS(4.0.0)","NRU.FA63N.PTADLT_NUM.A","OBS_VALUE","Nauru, Republic of","Number of active mobile money accounts","Per 1,000 adults","Annual","Units","","","","","","","","",""
