indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"Population, total",Indonesia,IDN,1971,118833702.0,,,0
"Population, total",Indonesia,IDN,1970,115657495.0,,,0
"Population, total",Indonesia,IDN,1969,112517639.0,,,0
"Population, total",Indonesia,IDN,1968,109450006.0,,,0
"Population, total",Indonesia,IDN,1967,106526393.0,,,0
"Population, total",Indonesia,IDN,1966,103792754.0,,,0
"Population, total",Indonesia,IDN,1965,101365130.0,,,0
"Population, total",Indonesia,IDN,1964,98833749.0,,,0
"Population, total",Indonesia,IDN,1963,96051424.0,,,0
"Population, total",Indonesia,IDN,1962,93375850.0,,,0
"Population, total",Indonesia,IDN,1961,90791249.0,,,0
"Population, total",Indonesia,IDN,1960,88296070.0,,,0
"Population, total",Cambodia,KHM,2024,,,,0
"Population, total",Cambodia,KHM,2023,17423880.0,,,0
"Population, total",Cambodia,KHM,2022,17201724.0,,,0
"Population, total",Cambodia,KHM,2021,16974305.0,,,0
"Population, total",Cambodia,KHM,2020,16725474.0,,,0
"Population, total",Cambodia,KHM,2019,16481304.0,,,0
"Population, total",Cambodia,KHM,2018,16274522.0,,,0
"Population, total",Cambodia,KHM,2017,16073372.0,,,0
"Population, total",Cambodia,KHM,2016,15852803.0,,,0
"Population, total",Cambodia,KHM,2015,15623251.0,,,0
"Population, total",Cambodia,KHM,2014,15396772.0,,,0
"Population, total",Cambodia,KHM,2013,15170208.0,,,0
"Population, total",Cambodia,KHM,2012,14945085.0,,,0
"Population, total",Cambodia,KHM,2011,14722584.0,,,0
"Population, total",Cambodia,KHM,2010,14500726.0,,,0
"Population, total",Cambodia,KHM,2009,14276810.0,,,0
"Population, total",Cambodia,KHM,2008,14053479.0,,,0
"Population, total",Cambodia,KHM,2007,13841770.0,,,0
"Population, total",Cambodia,KHM,2006,13639028.0,,,0
"Population, total",Cambodia,KHM,2005,13439202.0,,,0
"Population, total",Cambodia,KHM,2004,13244731.0,,,0
"Population, total",Cambodia,KHM,2003,13050968.0,,,0
"Population, total",Cambodia,KHM,2002,12855241.0,,,0
"Population, total",Cambodia,KHM,2001,12658484.0,,,0
"Population, total",Cambodia,KHM,2000,12462336.0,,,0
"Population, total",Cambodia,KHM,1999,12265731.0,,,0
"Population, total",Cambodia,KHM,1998,12058173.0,,,0
"Population, total",Cambodia,KHM,1997,11570982.0,,,0
"Population, total",Cambodia,KHM,1996,10801270.0,,,0
"Population, total",Cambodia,KHM,1995,10018497.0,,,0
"Population, total",Cambodia,KHM,1994,9239162.0,,,0
"Population, total",Cambodia,KHM,1993,8616381.0,,,0
"Population, total",Cambodia,KHM,1992,8113083.0,,,0
"Population, total",Cambodia,KHM,1991,7686850.0,,,0
"Population, total",Cambodia,KHM,1990,7374752.0,,,0
"Population, total",Cambodia,KHM,1989,7073473.0,,,0
"Population, total",Cambodia,KHM,1988,6812014.0,,,0
"Population, total",Cambodia,KHM,1987,6557970.0,,,0
"Population, total",Cambodia,KHM,1986,6285693.0,,,0
"Population, total",Cambodia,KHM,1985,6043783.0,,,0
"Population, total",Cambodia,KHM,1984,5845117.0,,,0
"Population, total",Cambodia,KHM,1983,5636203.0,,,0
"Population, total",Cambodia,KHM,1982,5436432.0,,,0
"Population, total",Cambodia,KHM,1981,5284495.0,,,0
"Population, total",Cambodia,KHM,1980,5199872.0,,,0
"Population, total",Cambodia,KHM,1979,5088808.0,,,0
"Population, total",Cambodia,KHM,1978,5211653.0,,,0
"Population, total",Cambodia,KHM,1977,5668551.0,,,0
"Population, total",Cambodia,KHM,1976,6134991.0,,,0
"Population, total",Cambodia,KHM,1975,6581371.0,,,0
"Population, total",Cambodia,KHM,1974,6783240.0,,,0
"Population, total",Cambodia,KHM,1973,6739726.0,,,0
"Population, total",Cambodia,KHM,1972,6673886.0,,,0
"Population, total",Cambodia,KHM,1971,6620880.0,,,0
"Population, total",Cambodia,KHM,1970,6639182.0,,,0
"Population, total",Cambodia,KHM,1969,6604725.0,,,0
"Population, total",Cambodia,KHM,1968,6467324.0,,,0
"Population, total",Cambodia,KHM,1967,6332944.0,,,0
"Population, total",Cambodia,KHM,1966,6201232.0,,,0
"Population, total",Cambodia,KHM,1965,6072289.0,,,0
"Population, total",Cambodia,KHM,1964,5946178.0,,,0
"Population, total",Cambodia,KHM,1963,5823010.0,,,0
"Population, total",Cambodia,KHM,1962,5697558.0,,,0
"Population, total",Cambodia,KHM,1961,5571168.0,,,0
"Population, total",Cambodia,KHM,1960,5449966.0,,,0
"Population, total",Lao PDR,LAO,2024,,,,0
"Population, total",Lao PDR,LAO,2023,7664993.0,,,0
"Population, total",Lao PDR,LAO,2022,7559007.0,,,0
"Population, total",Lao PDR,LAO,2021,7453194.0,,,0
"Population, total",Lao PDR,LAO,2020,7346533.0,,,0
"Population, total",Lao PDR,LAO,2019,7237636.0,,,0
"Population, total",Lao PDR,LAO,2018,7128045.0,,,0
"Population, total",Lao PDR,LAO,2017,7018147.0,,,0
"Population, total",Lao PDR,LAO,2016,6908802.0,,,0
"Population, total",Lao PDR,LAO,2015,6801645.0,,,0
"Population, total",Lao PDR,LAO,2014,6703172.0,,,0
"Population, total",Lao PDR,LAO,2013,6611385.0,,,0
"Population, total",Lao PDR,LAO,2012,6518978.0,,,0
"Population, total",Lao PDR,LAO,2011,6426590.0,,,0
"Population, total",Lao PDR,LAO,2010,6334194.0,,,0
"Population, total",Lao PDR,LAO,2009,6241642.0,,,0
"Population, total",Lao PDR,LAO,2008,6148969.0,,,0
"Population, total",Lao PDR,LAO,2007,6056236.0,,,0
"Population, total",Lao PDR,LAO,2006,5963200.0,,,0
"Population, total",Lao PDR,LAO,2005,5869523.0,,,0
"Population, total",Lao PDR,LAO,2004,5781626.0,,,0
"Population, total",Lao PDR,LAO,2003,5697945.0,,,0
