"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:FAS(4.0.0)","GNQ.FA65.POGDP.A","OBS_VALUE","Equatorial Guinea, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ABW.FA65.XDC.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ABW.FA65.POGDP.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BIH.FA65.XDC.A","OBS_VALUE","Bosnia and Herzegovina","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SYC.FA65.XDC.A","OBS_VALUE","Seychelles","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","16.0","22.0","10.0","26.0","47.0","42.0","45.0",""
"IMF.STA:FAS(4.0.0)","SYC.FA65.POGDP.A","OBS_VALUE","Seychelles","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.08233849561393126","0.1053735550962588","0.04527292836931308","0.112622528546259","0.2254259221354308","0.1929133625353945","0.1984914709957227",""
"IMF.STA:FAS(4.0.0)","BIH.FA65.POGDP.A","OBS_VALUE","Bosnia and Herzegovina","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ITA.FA65.POGDP.A","OBS_VALUE","Italy","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MDA.FA65.XDC.A","OBS_VALUE","Moldova, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BLZ.FA65.XDC.A","OBS_VALUE","Belize","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MDA.FA65.POGDP.A","OBS_VALUE","Moldova, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ITA.FA65.XDC.A","OBS_VALUE","Italy","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SRB.FA65.XDC.A","OBS_VALUE","Serbia, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","POL.FA65.POGDP.A","OBS_VALUE","Poland, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DEU.FA65.XDC.A","OBS_VALUE","Germany","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","POL.FA65.XDC.A","OBS_VALUE","Poland, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ESP.FA65.XDC.A","OBS_VALUE","Spain","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","FIN.FA65.POGDP.A","OBS_VALUE","Finland","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ESP.FA65.POGDP.A","OBS_VALUE","Spain","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","RUS.FA65.POGDP.A","OBS_VALUE","Russian Federation","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","RUS.FA65.XDC.A","OBS_VALUE","Russian Federation","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","FIN.FA65.XDC.A","OBS_VALUE","Finland","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ALB.FA65.POGDP.A","OBS_VALUE","Albania","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.02890184979842144","0.1652290217794649","0.2797475287616446","0.4571487643555577","0.6551389920434155","0.8419685861854267","2.120688453127278","3.961951481117834"
"IMF.STA:FAS(4.0.0)","SVK.FA65.POGDP.A","OBS_VALUE","Slovak Republic","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SVK.FA65.XDC.A","OBS_VALUE","Slovak Republic","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","IRL.FA65.XDC.A","OBS_VALUE","Ireland","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","IRN.FA65.XDC.A","OBS_VALUE","Iran, Islamic Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ALB.FA65.XDC.A","OBS_VALUE","Albania","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","425.573668893298","2562.11636762","4578.71061998","7734.51562342","10792.96331578","15628.3859968","45347.5082617173","91623.6299024109"
"IMF.STA:FAS(4.0.0)","IRL.FA65.POGDP.A","OBS_VALUE","Ireland","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","IRN.FA65.POGDP.A","OBS_VALUE","Iran, Islamic Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BLZ.FA65.POGDP.A","OBS_VALUE","Belize","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","UKR.FA65.POGDP.A","OBS_VALUE","Ukraine","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","UKR.FA65.XDC.A","OBS_VALUE","Ukraine","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LUX.FA65.XDC.A","OBS_VALUE","Luxembourg","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","PER.FA65.XDC.A","OBS_VALUE","Peru","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","NZL.FA65.POGDP.A","OBS_VALUE","New Zealand","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LUX.FA65.POGDP.A","OBS_VALUE","Luxembourg","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","UZB.FA65.XDC.A","OBS_VALUE","Uzbekistan, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","UZB.FA65.POGDP.A","OBS_VALUE","Uzbekistan, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","NZL.FA65.XDC.A","OBS_VALUE","New Zealand","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LBN.FA65.XDC.A","OBS_VALUE","Lebanon","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","GMB.FA65.XDC.A","OBS_VALUE","Gambia, The","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","49.0","53.0","67.0","91.0","1829.0"
"IMF.STA:FAS(4.0.0)","KNA.FA65.XDC.A","OBS_VALUE","St. Kitts and Nevis","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LBN.FA65.POGDP.A","OBS_VALUE","Lebanon","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DOM.FA65.POGDP.A","OBS_VALUE","Dominican Republic","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DOM.FA65.XDC.A","OBS_VALUE","Dominican Republic","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","KNA.FA65.POGDP.A","OBS_VALUE","St. Kitts and Nevis","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","KOS.FA65.POGDP.A","OBS_VALUE","Kosovo, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CHN.FA65.XDC.A","OBS_VALUE","China, People's Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CHN.FA65.POGDP.A","OBS_VALUE","China, People's Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","GBR.FA65.POGDP.A","OBS_VALUE","United Kingdom","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","GBR.FA65.XDC.A","OBS_VALUE","United Kingdom","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","KOS.FA65.XDC.A","OBS_VALUE","Kosovo, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BRN.FA65.POGDP.A","OBS_VALUE","Brunei Darussalam","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BRN.FA65.XDC.A","OBS_VALUE","Brunei Darussalam","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SVN.FA65.XDC.A","OBS_VALUE","Slovenia, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","URY.FA65.XDC.A","OBS_VALUE","Uruguay","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","11811.0","14537.0","20296.0","29408.0","42796.0","51633.0"
"IMF.STA:FAS(4.0.0)","URY.FA65.POGDP.A","OBS_VALUE","Uruguay","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","0.5882781213727912","0.6626783432401598","0.9001257366771148","1.111276030083666","1.481593487993559","1.721906808667222"
"IMF.STA:FAS(4.0.0)","MNE.FA65.XDC.A","OBS_VALUE","Montenegro","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MNE.FA65.POGDP.A","OBS_VALUE","Montenegro","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SVN.FA65.POGDP.A","OBS_VALUE","Slovenia, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","KWT.FA65.XDC.A","OBS_VALUE","Kuwait","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","THA.FA65.XDC.A","OBS_VALUE","Thailand","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","43280.28","68063.36","114091.67","170587.92","260622.62","413014.712947","527863.301662","608616.561053351"
"IMF.STA:FAS(4.0.0)","KWT.FA65.POGDP.A","OBS_VALUE","Kuwait","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MAC.FA65.POGDP.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SGP.FA65.POGDP.A","OBS_VALUE","Singapore","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LCA.FA65.XDC.A","OBS_VALUE","St. Lucia","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MSR.FA65.XDC.A","OBS_VALUE","Montserrat, United Kingdom-British Overseas Territory","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","KGZ.FA65.POGDP.A","OBS_VALUE","Kyrgyz Republic","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MAC.FA65.XDC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SGP.FA65.XDC.A","OBS_VALUE","Singapore","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MSR.FA65.POGDP.A","OBS_VALUE","Montserrat, United Kingdom-British Overseas Territory","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","KGZ.FA65.XDC.A","OBS_VALUE","Kyrgyz Republic","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AIA.FA65.POGDP.A","OBS_VALUE","Anguilla, United Kingdom-British Overseas Territory","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ATG.FA65.POGDP.A","OBS_VALUE","Antigua and Barbuda","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LCA.FA65.POGDP.A","OBS_VALUE","St. Lucia","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AIA.FA65.XDC.A","OBS_VALUE","Anguilla, United Kingdom-British Overseas Territory","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ATG.FA65.XDC.A","OBS_VALUE","Antigua and Barbuda","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","GRD.FA65.XDC.A","OBS_VALUE","Grenada","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","GRD.FA65.POGDP.A","OBS_VALUE","Grenada","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","VCT.FA65.POGDP.A","OBS_VALUE","St. Vincent and the Grenadines","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","VCT.FA65.XDC.A","OBS_VALUE","St. Vincent and the Grenadines","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MDV.FA65.XDC.A","OBS_VALUE","Maldives","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","37.40201909","117.44329163","181.81255239","193.96725757","399.04269771","419.32016118"
"IMF.STA:FAS(4.0.0)","HRV.FA65.XDC.A","OBS_VALUE","Croatia, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","PER.FA65.POGDP.A","OBS_VALUE","Peru","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MDV.FA65.POGDP.A","OBS_VALUE","Maldives","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","0.04496657510134778","0.1333385377843401","0.3183852732741275","0.2401363932220758","0.4202869222777488","0.412908353452613"
"IMF.STA:FAS(4.0.0)","LTU.FA65.XDC.A","OBS_VALUE","Lithuania, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","TUR.FA65.XDC.A","OBS_VALUE","Türkiye, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","989.0","4064.0","6106.0","6012.0","5807.0","7370.0","11881.0","9402.0"
"IMF.STA:FAS(4.0.0)","HRV.FA65.POGDP.A","OBS_VALUE","Croatia, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LTU.FA65.POGDP.A","OBS_VALUE","Lithuania, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","TUR.FA65.POGDP.A","OBS_VALUE","Türkiye, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.03765381751594047","0.1296867749225059","0.1623432733359814","0.1392372522181384","0.1150227153521553","0.101569125852278","0.07914453293201285","0.03578128336897416"
"IMF.STA:FAS(4.0.0)","NIC.FA65.POGDP.A","OBS_VALUE","Nicaragua","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","0.2587452791852001","0.3958057856554608","0.5947469442752009","1.166532825417263","0.9354650251499737","0.8965428078027698"
"IMF.STA:FAS(4.0.0)","NIC.FA65.XDC.A","OBS_VALUE","Nicaragua","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","1063.41204801767","1664.81454727686","2590.18836448237","5803.04585864897","5252.0","5825.0"
"IMF.STA:FAS(4.0.0)","ROU.FA65.XDC.A","OBS_VALUE","Romania","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","20.46906481","2.59396982","","","","","",""
"IMF.STA:FAS(4.0.0)","CHE.FA65.XDC.A","OBS_VALUE","Switzerland","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","JAM.FA65.XDC.A","OBS_VALUE","Jamaica","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","889.891","1566.153714","11687.2662","21293.0","26859.0","4396.0","2617.0"
"IMF.STA:FAS(4.0.0)","CHE.FA65.POGDP.A","OBS_VALUE","Switzerland","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ARG.FA65.XDC.A","OBS_VALUE","Argentina","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","JAM.FA65.POGDP.A","OBS_VALUE","Jamaica","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","0.04695932771335471","0.07725504705633392","0.5537852279603285","1.082551064400934","1.215218944367051","0.1675780661811376","0.08739994676518335"
"IMF.STA:FAS(4.0.0)","ARG.FA65.POGDP.A","OBS_VALUE","Argentina","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BDI.FA65.XDC.A","OBS_VALUE","Burundi","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CHL.FA65.POGDP.A","OBS_VALUE","Chile","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CHL.FA65.XDC.A","OBS_VALUE","Chile","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MLT.FA65.XDC.A","OBS_VALUE","Malta","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CYP.FA65.XDC.A","OBS_VALUE","Cyprus","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","HUN.FA65.POGDP.A","OBS_VALUE","Hungary","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.05454051547027279","0.05576436614999298","0.05615122926121847","0.05716781688589676","0.04656142753867035","0.0389826201521649","0.04266505892656731","0.04561758268893721"
"IMF.STA:FAS(4.0.0)","HUN.FA65.XDC.A","OBS_VALUE","Hungary","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","19747.302271","21901.319298","24362.171001","27254.291926","22556.438658","21520.346489","28138.351294","34209.558138"
"IMF.STA:FAS(4.0.0)","MLT.FA65.POGDP.A","OBS_VALUE","Malta","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BTN.FA65.POGDP.A","OBS_VALUE","Bhutan","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CZE.FA65.POGDP.A","OBS_VALUE","Czech Republic","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CRI.FA65.XDC.A","OBS_VALUE","Costa Rica","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CRI.FA65.POGDP.A","OBS_VALUE","Costa Rica","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BTN.FA65.XDC.A","OBS_VALUE","Bhutan","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CZE.FA65.XDC.A","OBS_VALUE","Czech Republic","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CYP.FA65.POGDP.A","OBS_VALUE","Cyprus","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","EGY.FA65.XDC.A","OBS_VALUE","Egypt, Arab Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","2283.0","8600.0","12000.0","23400.0","88231.0","267528.104784431","612475.40920653","1277606.92257825"
"IMF.STA:FAS(4.0.0)","ISR.FA65.XDC.A","OBS_VALUE","Israel","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","USA.FA65.XDC.A","OBS_VALUE","United States","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","EGY.FA65.POGDP.A","OBS_VALUE","Egypt, Arab Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.0842621982726803","0.2352361935501518","0.2571685740002572","0.4181558255897069","1.434044143939148","4.015069634020666","7.809696005183679","12.58056721131861"
"IMF.STA:FAS(4.0.0)","ISR.FA65.POGDP.A","OBS_VALUE","Israel","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","NPL.FA65.XDC.A","OBS_VALUE","Nepal","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","56861.77563897","147467.836443478","114432.0","184293.0","219807.0"
"IMF.STA:FAS(4.0.0)","TTO.FA65.POGDP.A","OBS_VALUE","Trinidad and Tobago","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","TLS.FA65.POGDP.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AZE.FA65.XDC.A","OBS_VALUE","Azerbaijan, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","TLS.FA65.XDC.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","TTO.FA65.XDC.A","OBS_VALUE","Trinidad and Tobago","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DMA.FA65.XDC.A","OBS_VALUE","Dominica","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AGO.FA65.POGDP.A","OBS_VALUE","Angola","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","2.35663481185155E-4","0.01715461670691219","0.1004217770763417","0.2931709274537462","0.03384051979290977","","",""
"IMF.STA:FAS(4.0.0)","NLD.FA65.POGDP.A","OBS_VALUE","Netherlands, The","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AGO.FA65.XDC.A","OBS_VALUE","Angola","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","39.001281","3475.91921482","25735.83394094","88920.0","10727.70568476","","",""
"IMF.STA:FAS(4.0.0)","NLD.FA65.XDC.A","OBS_VALUE","Netherlands, The","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DMA.FA65.POGDP.A","OBS_VALUE","Dominica","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BRA.FA65.XDC.A","OBS_VALUE","Brazil","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SUR.FA65.POGDP.A","OBS_VALUE","Suriname","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SUR.FA65.XDC.A","OBS_VALUE","Suriname","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","IRQ.FA65.XDC.A","OBS_VALUE","Iraq","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","3083000.0","3.0515E7","8.6153E7","3.99194528E8","1.0388531E8","","",""
"IMF.STA:FAS(4.0.0)","BHS.FA65.POGDP.A","OBS_VALUE","Bahamas, The","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","0.5259963584867489","0.4689260375749825","0.4212435052481082"
"IMF.STA:FAS(4.0.0)","DJI.FA65.XDC.A","OBS_VALUE","Djibouti","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LAO.FA65.XDC.A","OBS_VALUE","Lao People's Democratic Republic","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
