indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"Life expectancy at birth, total (years)",Bhutan,BTN,1974,43.8,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1973,43.136,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1972,42.487,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1971,41.83,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1970,41.185,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1969,40.566,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1968,39.96,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1967,39.359,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1966,38.789,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1965,38.263,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1964,37.796,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1963,37.37,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1962,36.992,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1961,36.654,,,0
"Life expectancy at birth, total (years)",Bhutan,BTN,1960,36.367,,,0
"Life expectancy at birth, total (years)",India,IND,2024,,,,0
"Life expectancy at birth, total (years)",India,IND,2023,72.003,,,0
"Life expectancy at birth, total (years)",India,IND,2022,71.698,,,0
"Life expectancy at birth, total (years)",India,IND,2021,67.282,,,0
"Life expectancy at birth, total (years)",India,IND,2020,70.156,,,0
"Life expectancy at birth, total (years)",India,IND,2019,70.746,,,0
"Life expectancy at birth, total (years)",India,IND,2018,70.415,,,0
"Life expectancy at birth, total (years)",India,IND,2017,70.068,,,0
"Life expectancy at birth, total (years)",India,IND,2016,69.709,,,0
"Life expectancy at birth, total (years)",India,IND,2015,69.326,,,0
"Life expectancy at birth, total (years)",India,IND,2014,68.932,,,0
"Life expectancy at birth, total (years)",India,IND,2013,68.499,,,0
"Life expectancy at birth, total (years)",India,IND,2012,68.076,,,0
"Life expectancy at birth, total (years)",India,IND,2011,67.623,,,0
"Life expectancy at birth, total (years)",India,IND,2010,67.162,,,0
"Life expectancy at birth, total (years)",India,IND,2009,66.7,,,0
"Life expectancy at birth, total (years)",India,IND,2008,66.247,,,0
"Life expectancy at birth, total (years)",India,IND,2007,65.803,,,0
"Life expectancy at birth, total (years)",India,IND,2006,65.373,,,0
"Life expectancy at birth, total (years)",India,IND,2005,64.939,,,0
"Life expectancy at birth, total (years)",India,IND,2004,64.484,,,0
"Life expectancy at birth, total (years)",India,IND,2003,64.086,,,0
"Life expectancy at birth, total (years)",India,IND,2002,63.649,,,0
"Life expectancy at birth, total (years)",India,IND,2001,63.158,,,0
"Life expectancy at birth, total (years)",India,IND,2000,62.749,,,0
"Life expectancy at birth, total (years)",India,IND,1999,62.284,,,0
"Life expectancy at birth, total (years)",India,IND,1998,61.852,,,0
"Life expectancy at birth, total (years)",India,IND,1997,61.439,,,0
"Life expectancy at birth, total (years)",India,IND,1996,61.027,,,0
"Life expectancy at birth, total (years)",India,IND,1995,60.63,,,0
"Life expectancy at birth, total (years)",India,IND,1994,60.237,,,0
"Life expectancy at birth, total (years)",India,IND,1993,59.823,,,0
"Life expectancy at birth, total (years)",India,IND,1992,59.445,,,0
"Life expectancy at birth, total (years)",India,IND,1991,59.032,,,0
"Life expectancy at birth, total (years)",India,IND,1990,58.618,,,0
"Life expectancy at birth, total (years)",India,IND,1989,58.196,,,0
"Life expectancy at birth, total (years)",India,IND,1988,57.744,,,0
"Life expectancy at birth, total (years)",India,IND,1987,57.291,,,0
"Life expectancy at birth, total (years)",India,IND,1986,56.819,,,0
"Life expectancy at birth, total (years)",India,IND,1985,56.324,,,0
"Life expectancy at birth, total (years)",India,IND,1984,55.813,,,0
"Life expectancy at birth, total (years)",India,IND,1983,55.283,,,0
"Life expectancy at birth, total (years)",India,IND,1982,54.735,,,0
"Life expectancy at birth, total (years)",India,IND,1981,54.173,,,0
"Life expectancy at birth, total (years)",India,IND,1980,53.593,,,0
"Life expectancy at birth, total (years)",India,IND,1979,53.014,,,0
"Life expectancy at birth, total (years)",India,IND,1978,52.42,,,0
"Life expectancy at birth, total (years)",India,IND,1977,51.822,,,0
"Life expectancy at birth, total (years)",India,IND,1976,51.302,,,0
"Life expectancy at birth, total (years)",India,IND,1975,50.761,,,0
"Life expectancy at birth, total (years)",India,IND,1974,50.259,,,0
"Life expectancy at birth, total (years)",India,IND,1973,49.642,,,0
