indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"Life expectancy at birth, total (years)",Myanmar,MMR,1978,53.522,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1977,53.266,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1976,52.908,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1975,52.493,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1974,52.092,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1973,51.763,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1972,51.397,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1971,51.027,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1970,50.47,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1969,50.02,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1968,49.4,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1967,48.86,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1966,48.181,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1965,47.405,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1964,46.653,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1963,45.951,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1962,45.264,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1961,44.603,,,0
"Life expectancy at birth, total (years)",Myanmar,MMR,1960,44.086,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2024,,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2023,76.657,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2022,75.444,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2021,73.917,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2020,76.057,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2019,75.9,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2018,75.734,,,0
"Life expectancy at birth, total (years)",Malaysia,MYS,2017,75.542,,,0
